Listings,Price,Room Type,Reviews,Location
"Private Garden Oasis Apt, one BR",125,Entire home/apt,7,"Crown Heights, Brooklyn"
"Charming Williamsburg, Close to all",190,Entire home/apt,2,"Williamsburg, Brooklyn"
Cozy Brownstone Room,43,Private room,1,"Crown Heights, Brooklyn"
Roof-Top Room in Williamsburg,132,Entire home/apt,2,"Williamsburg, Brooklyn"
Charming Brooklyn Studio,110,Entire home/apt,6,"Crown Heights, New York"
COMFORT AND CONVENIENCE IN THE CITY,85,Private room,2,"Bedford-Stuyvesant, Brooklyn"
"Modern, renovated garden apartment",190,Entire home/apt,O,"Park Slope, Brooklyn"
"IT""S A BEAUTIFUL DAY IN BROOKLYN! 2",70,Private room,3,"Bedford-Stuyvesant, Brooklyn"
The Williamsburg Special,61,Private room,3,"Williamsburg, Brooklyn"
Cozy rooms with private bath,85,Private room,1,"Kensington, Brooklyn"
Gorgeous Private 1 Bedroom,105,Private room,1,"Clinton Hill, Brooklyn"
BK CHARM~Clean Modern~XPrss Train!!,49,Private room,8,"Flatbush, Brooklyn"
Tranquil Single Bedroom in BKLYN!,48,Private room,4,"Flatbush, Brooklyn"
Vegetarian Artists Zen Happy Co-Op,75,Private room,O,"Williamsburg, Brooklyn"
Steps to Subway! Super Convienient!,40,Private room,1,"Flatbush, Brooklyn"
"Quiet, exposed brick, huge windows",80,Private room,4,"Flatbush, Brooklyn"
Cozy Private Room on a Lovely Block,60,Private room,1,"Crown Heights, Brooklyn"
Spacious Private room by Subway :-),75,Private room,2,"Crown Heights, Brooklyn"
"Cozy, Quiet Room",70,Private room,5,"Williamsburg, Brooklyn"
Carroll Gardens Carriage House,110,Private room,2,"Gowanus, Brooklyn"
The best townhouse in Williamsburg,295,Entire home/apt,5,"Williamsburg, Brooklyn"
Experience NYC For $26 Per Night!,26,Shared room,6,"Bedford-Stuyvesant, Brooklyn"
Modern Sunny Queer Friendly Loft,50,Private room,3,"Williamsburg, Brooklyn"
Williamsburg Penthouse Hideaway,65,Private room,4,"Williamsburg, Brooklyn"
Room with Private Bathroom.,89,Private room,1,"Bedford-Stuyvesant, Brooklyn"
"Warm, Spacious 1-BR in Ft. Greene",125,Entire home/apt,1,"Clinton Hill, Brooklyn"
"Cozy, Cute and Convenient Nook!",65,Private room,4,"Boerum Hill, Brooklyn"
Chic & Cozy Brooklyn Flat,72,Private room,1,"Bedford-Stuyvesant, Brooklyn"
Cheap Budget Private Room #4,49,Private room,2,"Bushwick, Brooklyn"
A charming private room,65,Private room,7,"Bedford-Stuyvesant, Brooklyn"
Rare Historic Gem in Williamsburg,89,Private room,7,"Williamsburg, Brooklyn"
Gorgeous private NYC 2 BD duplex,137,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
Williamsburg Bed Steps to Bedford L,50,Private room,1,"Williamsburg, Brooklyn"
"Quiet, bright, best BKLN location!",150,Entire home/apt,2,"Boerum Hill, Brooklyn"
Amazing Boerum Hill Apartment!,170,Entire home/apt,4,"Boerum Hill, Brooklyn"
Lovely Private 1BD | Heart of NY!,135,Entire home/apt,1,"Williamsburg, Brooklyn"
Sunny Williamsburg Avail March 6th!,350,Entire home/apt,1,"Williamsburg, Brooklyn"
Beautiful Grdn. Apt. in Park Slope,135,Entire home/apt,5,"Park Slope, Brooklyn"
Modern & Cozy Heart of Park Slope,125,Entire home/apt,5,"Park Slope, Brooklyn"
"QUIET, QUAINT & BEAUTIFUL LOFT",110,Private room,2,"Williamsburg, Brooklyn"
Sunny private room featured in film,94,Private room,9,"Flatbush, Brooklyn"
Spacious Back Room in Brownstone,115,Private room,9,"Park Slope, Brooklyn"
Lovely 1 BR in Historic Brownstone,110,Entire home/apt,2,"Bedford-Stuyvesant, Brooklyn"
"Private, Luxury Secluded Bedroom",62,Private room,5,"Bushwick, Brooklyn"
Beautiful New Brooklyn Apartment,55,Private room,8,"Bushwick, Brooklyn"
Gorgeous Getaway-Special Discount,100,Entire home/apt,4,"Bedford-Stuyvesant, Brooklyn"
Lovely Studio Loft,70,Entire home/apt,2,"Gowanus, Brooklyn"
Williamsburg/Greenpoint Bedroom,93,Private room,1,"Williamsburg, Brooklyn"
Sweet Lil Williamsburg One Bedroom,126,Entire home/apt,5,"Williamsburg, Brooklyn"
Sunny Studio in Brooklyn,80,Entire home/apt,2,"Crown Heights, Brooklyn"
Charm & Beauty close to Manhattan,99,Entire home/apt,3,"Bedford-Stuyvesant, Brooklyn"
Mid-Century Modern in Brownstone!,135,Private room,1,"Park Slope, Brooklyn"
Charming Room in Hip Williamsburg,60,Private room,9,"Williamsburg, Brooklyn"
PRIVATE ROOM STEPS FROM L TRAIN,55,Private room,1,"Williamsburg, Brooklyn"
"Your Haven Awaits At ""Emma's Place""",135,Entire home/apt,2,"Bedford-Stuyvesant, Brooklyn"
Huge BR in W'Burg - pvt terrace,109,Private room,4,"Williamsburg, Brooklyn"
Cozy Room in Sunny Apartment,60,Private room,3,"Clinton Hill, Brooklyn"
Private Room in Classic Loft,75,Private room,8,"Greenpoint, Brooklyn"
COZY and WARM Garden Apartment,150,Entire home/apt,4,"Fort Greene, Brooklyn"
"Room & Breakfast, Steps to L Train",65,Private room,1,"Bushwick, Brooklyn"
"Fort Greene, Brooklyn 1 Bedroom Apt",168,Entire home/apt,2,"Fort Greene, Brooklyn"
Lovely 1 bdrm in Prospect Heights!,120,Entire home/apt,8,"Prospect Heights, Brooklyn"
"Heart of Williamsburg, Quiet Room",80,Private room,3,"Williamsburg, Brooklyn"
Private 1 Bdrm Suite in Brownstone,175,Private room,2,"Brooklyn Heights, Brooklyn"
lrg bedrm historic home 1blk PRATT,118,Private room,1,"Clinton Hill, Brooklyn"
Cozy BK home with HUGE private yard,180,Entire home/apt,9,"Williamsburg, Brooklyn"
charming sunny studio near park,150,Entire home/apt,4,"Fort Greene, Brooklyn"
Sunny Loft In Prime Williamsburg!,249,Entire home/apt,2,"Williamsburg, Brooklyn"
Modern Minimalist Williamsburg Loft,189,Entire home/apt,1,"Greenpoint, Brooklyn"
Huge Room with Private Entrance!,55,Private room,4,"Bushwick, Brooklyn"
BUDGET ROOM ~ BEST LOCATION!! #2,89,Private room,8,"Williamsburg, Brooklyn"
Sunny Room - Park Slope,65,Private room,4,"Gowanus, Brooklyn"
HUGE room/Williamsburg Waterfront!,125,Private room,1,"Williamsburg, Brooklyn"
"Gorgeous Room, PRIME Williamsburg",90,Private room,3,"Williamsburg, Brooklyn"
Beautiful Bushwick - 3BR Apartment,174,Entire home/apt,2,"Bushwick, Brooklyn"
Industrial loft-The Greenpoint exp.,145,Private room,2,"Greenpoint, Brooklyn"
Prime Williamsburg 1 bd apartment,200,Entire home/apt,4,"Greenpoint, Brooklyn"
Most breathtaking view of Manhattan,500,Entire home/apt,6,"Greenpoint, Brooklyn"
Spacious Lovely Retreat Park Slope,140,Entire home/apt,6,"Park Slope, Brooklyn"
BROOKLYN - RAILROAD 2-1 Room,25,Shared room,1,"Bedford-Stuyvesant, Brooklyn"
Charming Studio in Clinton Hill,125,Entire home/apt,1,"Clinton Hill, Brooklyn"
Charming Townhouse 2BD/2BTH w Patio,195,Entire home/apt,7,"Clinton Hill, Brooklyn"
Cozy Room In Brooklyn!!!,75,Private room,1,"Lefferts Garden, Brooklyn"
Brownstone Park Slope Haven!,110,Entire home/apt,2,"Park Slope, Brooklyn"
Large Room in Modern Sunny Loft,70,Private room,1,"Williamsburg, Brooklyn"
Sunny 3rd Floor BR w/Private Bath,89,Private room,1,"Kensington, Brooklyn"
Cozy Rm in Loft! Steps to L Train!,60,Private room,2,"Williamsburg, Brooklyn"
"Spacious, Spotless 1Bd- BK Heights!",150,Entire home/apt,9,"Brooklyn Heights, Brooklyn"
Brooklyn Home Base,150,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
"Sunny Private Room,Williamsburg Apt",59,Private room,O,"Williamsburg, Brooklyn"
Huge room in cool Williamsburg,80,Private room,6,"Williamsburg, Brooklyn"
"Williamsburg room, private entrance",90,Private room,3,"Williamsburg, Brooklyn"
Comfy & Quiet stay in Greenpoint!,64,Private room,1,"Greenpoint, Brooklyn"
1 Blk to Subway + Prospect Park D,50,Private room,2,"Flatbush, Brooklyn"
Garden Apartment in Townhouse,145,Entire home/apt,1,"Clinton Hill, Brooklyn"
Affordable Furnished Apartment,100,Entire home/apt,7,"Boerum Hill, Brooklyn"
Sun-filled gem in Carroll Gardens1,108,Private room,8,"Cobble Hill, Brooklyn"
COSY BEDROOM IN HUGE LOFT.,69,Private room,4,"Fort Greene, Brooklyn"
Ideal Brooklyn Brownstone Apartment,165,Entire home/apt,6,"Bedford-Stuyvesant, Brooklyn"
Large Sunny Rm-6th Fl View/Elevator,75,Private room,3,"Kensington, Brooklyn"
3 bedroom loft in Williamsburg,400,Entire home/apt,8,"Williamsburg, Brooklyn"
NEW 2 BR Loft-PRIME Williamsburg!,300,Entire home/apt,6,"Williamsburg, Brooklyn"
"BEAUTIFUL APARTMENT, GREAT LOCATION",260,Entire home/apt,6,"Boerum Hill, Brooklyn"
Great room in Ditmas park!,55,Private room,7,"Flatbush, Brooklyn"
HIP ROOM A- 15 MINUTES TO MANHATTAN,70,Private room,2,"Bushwick, Brooklyn"
prvt room in lrg 2BR near barclays,85,Private room,4,"Park Slope, Brooklyn"
NICE ROOM #3 ~ AWESOME LOCATION!!,109,Private room,1,"Williamsburg, Brooklyn"
The Notorious B.N.B. { Erhart },239,Private room,4,"Clinton Hill, Brooklyn"
Comforts in Bushwick Brooklyn,70,Private room,4,"Bushwick, Brooklyn"
Cozy Clinton Hill studio,140,Entire home/apt,4,"Clinton Hill, Brooklyn"
Gorgeous house Room 2 BEST location,92,Private room,8,"Park Slope, Brooklyn"
Stunning Apt in Prime Williamsburg,195,Entire home/apt,1,"Williamsburg, Brooklyn"
Bedford Stuyvesant Urban Hang Suite,150,Entire home/apt,5,"Bedford-Stuyvesant, Brooklyn"
"LARGE PRIVATE FLOOR IN BROOKLYN, NY",90,Entire home/apt,8,"Bedford-Stuyvesant, Brooklyn"
Spacious w/ Private Rooftop!,60,Private room,1,"Williamsburg, Brooklyn"
Vacation in Park Slope Bedroom #1,125,Private room,1,"Park Slope, Brooklyn"
"LARGE, QUIET ROOM, AMAZING LOCATION",43,Private room,O,"Greenpoint, Brooklyn"
Urban Cottage in Williamsburg BK,175,Entire home/apt,3,"Williamsburg, Brooklyn"
Modern Loft Apt in Williamsburg,249,Entire home/apt,3,"Williamsburg, Brooklyn"
Bargain Room #4 - Special Low Price,49,Private room,1,"Bushwick, Brooklyn"
B&B + Brisk Access to All BK & MHTN,48,Private room,9,"Crown Heights, Brooklyn"
Comfy room in beautiful apartment,65,Private room,1,"Bushwick, Brooklyn"
Large 2BR in great BK neighborhood,300,Entire home/apt,1,"Boerum Hill, Brooklyn"
"4 BR, 4 BA townhouse in South Slope",420,Entire home/apt,1,"Park Slope, Brooklyn"
A charming shared room,30,Shared room,1,"Bedford-Stuyvesant, Brooklyn"
Park Slope Studio Apartment,145,Entire home/apt,4,"Park Slope, Brooklyn"
bklyn private bedroom bathroom lux,80,Private room,1,"Bushwick, Brooklyn"
Williamsburg 2b apartment with deck,195,Entire home/apt,1,"Williamsburg, Brooklyn"
Great Brooklyn Design 2brs & 2 bths,279,Entire home/apt,3,"Greenpoint, Brooklyn"
"Private Rm w/Terrace, pvt.Entrance",95,Private room,O,"Greenpoint, Brooklyn (Greenpoint)"
Big 1BR in Williamsburg 700sft,190,Entire home/apt,2,"Williamsburg, Brooklyn"
NYC getaway in Park Slope Brooklyn!,65,Private room,3,"Park Slope, Brooklyn"
Cute Bright Loft Bedroom,100,Private room,1,"Williamsburg, Brooklyn"
"Sunny, cozy private room, Bushwick.",45,Private room,2,"Bushwick, Brooklyn"
Charming Apt. In Brooklyn Townhouse,79,Entire home/apt,7,"Bedford-Stuyvesant, Brooklyn"
"Sunny, quiet 1bdr w/ all amenities",150,Entire home/apt,3,"Greenpoint, Brooklyn"
Mayor's Mansion - Carlton Suite,120,Private room,5,"Fort Greene, Brooklyn"
Spacious Room in a Brooklyn House,80,Private room,1,"Lefferts Garden, Brooklyn"
Beautiful Large 1BR in Cobble Hill,150,Entire home/apt,2,"Cobble Hill, Brooklyn"
Garden Apartment in Park Slope,150,Entire home/apt,3,"Park Slope, Brooklyn"
Renovated Apt. w/ Private Patio/BBQ,100,Entire home/apt,7,"Crown Heights, Brooklyn"
Mid-Century Modern Garden Paradise,139,Entire home/apt,2,"Bushwick, Brooklyn"
3BR Duplex + Backyard (Sleeps 6),235,Entire home/apt,2,"Bedford-Stuyvesant, Brooklyn"
Luxury Loft Private Room A (3C),100,Private room,2,"Williamsburg, Brooklyn"
Private Room in WBerg Flat 4D,90,Private room,2,"Williamsburg, Brooklyn"
Large Bedroom with Washer/dryer,76,Private room,3,"Flatbush, Brooklyn"
Crown Heights Room By Prospect Park,54,Private room,5,"Crown Heights, Brooklyn"
Fort Greene Retreat on the Park,85,Private room,6,"Fort Greene, Brooklyn"
All Nations Home-Queen Size Bed,50,Private room,1,"Bay Ridge, Brooklyn"
Cute lil room in a charming bk apt,85,Private room,1,"Williamsburg, Brooklyn"
Huge loft in heart of Williamsburg!,275,Entire home/apt,1,"Williamsburg, Brooklyn"
Peaceful Sanctuary in Trendy Hood,99,Entire home/apt,1,"Crown Heights, Brooklyn"
Cozy Williamsburg Apartment,90,Private room,2,"Williamsburg, Brooklyn"
Pretty Williamsburg 2 Bed w/Yard,210,Entire home/apt,1,"Williamsburg, Brooklyn"
COMFORTABLE PRIVATE ROOM FOR YOU,100,Private room,9,"Carroll Gardens, Brooklyn"
Private Williamsburg Duplex Loft,195,Entire home/apt,4,"Williamsburg, Brooklyn"
Location! 1b apt 10min to Manhattan,149,Entire home/apt,6,"Fort Greene, Brooklyn"
Heart of Williamsburg,69,Private room,4,"Williamsburg, Brooklyn"
Clinton Hill Charmer,80,Private room,5,"Clinton Hill, Brooklyn"
Private Suite in Historic House,130,Private room,3,"Fort Greene, Brooklyn"
Spacious Studio with Parking,59,Entire home/apt,7,"Bushwick, Brooklyn"
Garden Bedroom in Williamsburg,60,Private room,8,"Williamsburg, Brooklyn"
Huge Duplex in South Slope,290,Entire home/apt,7,"Greenwood Heights, Brooklyn"
Cozy Room In Vibrant Neighborhood!!,49,Private room,5,"Bushwick, Brooklyn"
Master Bedroom- Historic Brownstone,70,Private room,3,"Bedford-Stuyvesant, Brooklyn"
Spacious Comfy Bedroom in Bed-Stuy,60,Private room,1,"Bedford-Stuyvesant, Brooklyn"
The Hancock a Beautiful Brownstone,170,Entire home/apt,2,"Bedford-Stuyvesant, Brooklyn"
* Spacious Park Slope Duplex! *,195,Entire home/apt,5,"Gowanus, Brooklyn"
Modern Cozy Brownstone Apartment,100,Private room,4,"Williamsburg, Brooklyn"
Amazing apt with amazing view,145,Entire home/apt,3,"Williamsburg, Brooklyn"
Renovated Loft in the Heart of NYC,79,Private room,1,"Williamsburg, brooklyn"
Studio. w/ Skyline View -near PRATT,90,Entire home/apt,4,"Clinton Hill, Brooklyn"
"Bright, BedStuy Gem!",75,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
The Notorious B.N.B { Swoon },279,Private room,3,"Clinton Hill, Brooklyn"
KOZY ROOM IN FORT GREENE BROOKLYN..,66,Private room,9,"Fort Greene, Brooklyn"
"Cozy, friendly, 3 min from subway!",35,Shared room,2,"Bedford-Stuyvesant, Brooklyn"
"Beautiful 3BR 2BA Condo, sleeps 6",220,Entire home/apt,3,"Bushwick, Brooklyn"
Park Slope Spacious 1 bedroom,129,Entire home/apt,8,"Park Slope, Brooklyn"
Sunny room in W'burg Penthouse,65,Private room,5,"Williamsburg, Brooklyn"
"Lovely Luxe Bedroom, Easy Commute",59,Private room,9,"Bedford-Stuyvesant, Brooklyn"
THE PRESIDENT'S SUITE,90,Private room,8,"Williamsburg, Brooklyn"
Private room with separate entrance,70,Private room,6,"Greenpoint, Brooklyn"
"Stay in Bushwick, Brooklyn!",54,Private room,1,"Bushwick, Brooklyn"
Perfect New York Studio Apartment,140,Entire home/apt,2,"Prospect Heights, Brooklyn"
Comfortable in Brooklyn,115,Private room,8,"Bedford-Stuyvesant, Brooklyn"
Artsy apt in heart of Williamsburg,90,Entire home/apt,3,"Williamsburg, Brooklyn"
Lofty 71 m² Apt + Private Garden,180,Entire home/apt,3,"Gowanus, Brooklyn"
Private 1 bd in Sunny Red Hook Loft,95,Private room,4,"Red Hook, Brooklyn"
Clinton Hill Perfect Room,70,Private room,1,"Clinton Hill, Brooklyn"
Penthouse in the sky,149,Entire home/apt,5,"Greenpoint, Brooklyn"
Spacious Suite in Hip Bushwick!,70,Entire home/apt,2,"Bushwick, Brooklyn"
Luxury Fort Greene Brooklyn Apt,179,Entire home/apt,3,"Fort Greene, Brooklyn"
"The heart of Williamsburg, Brooklyn",125,Private room,5,"Williamsburg, Brooklyn"
Gorgeous Sanctuary in Brooklyn,60,Private room,2,"Flatbush, Brooklyn"
Studio Space-Share Kitch/Bath,75,Private room,1,"Sunset Park, Brooklyn"
Modern Sunny 1 Bed Steps to Train,100,Entire home/apt,3,"Fort Greene, Brooklyn"
Adorable studio in Park Slope!,135,Entire home/apt,1,"Park Slope, Brooklyn"
Charming Historic Brooklyn Apt,150,Entire home/apt,1,"Brooklyn Heights, Brooklyn"
Cozy one bedroom on Bedford Ave,99,Entire home/apt,1,"Williamsburg, Brooklyn"
Sunny 2nd floor 2BR Apartment!,99,Entire home/apt,1,"Dyker Heights, Brooklyn"
"Cozy, spacious & convenient 1 BR :)",75,Private room,2,"Bushwick, Brooklyn"
CommunityBeGood Helps Haiti Rm #2,130,Private room,3,"Park Slope, Brooklyn"
Holiday Time in NY - Oh My!!,90,Private room,5,"Crown Heights, Brooklyn"
2RMSuite Seconds from the L train!,81,Private room,6,"Bushwick, Brooklyn"
Cozy & Clean in Williamsburg,179,Entire home/apt,4,"Williamsburg, Brooklyn"
BIG ROOM 1- 15 MINUTES TO MANHATTAN,75,Private room,1,"Bushwick, Brooklyn"
"Quiet, sunny Williamsburg apartment",100,Entire home/apt,1,"Williamsburg, Brooklyn"
Airy and Bright Loft -Williamsburg,199,Entire home/apt,2,"Williamsburg, Brooklyn"
"Park view, private bath+kitchenette",75,Private room,7,"Lefferts Garden, Brooklyn"
"Cozy Private Bedroom, Brooklyn NYC",44,Private room,8,"Crown Heights, Brooklyn"
Spacious Bedroom Room/Living Space,70,Private room,2,"Crown Heights, Brooklyn"
Spacious & Comfy Bushwick Walk-Up,58,Private room,1,"Bushwick, Brooklyn"
Large and sunny bedroom in Brooklyn,65,Private room,3,"Crown Heights, Brooklyn"
"Comfy, Cozy, Close to  Manhattan",159,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
Sunny private room in artists loft,83,Private room,2,"Bedford-Stuyvesant, Brooklyn"
Clean & Cozy Room in E.Williamsburg,105,Private room,1,"Williamsburg, Brooklyn"
"Charming 1 Bdr Apartment, New York",160,Entire home/apt,7,"Williamsburg, Brooklyn"
Big Cute Room w/Pvt Entry in Duplex,85,Private room,7,"Bedford-Stuyvesant, Brooklyn"
"Big Sunny Guest Room, W'burg Bridge",74,Private room,1,"Williamsburg, Brooklyn"
"Tasteful, calm, central 2BR/2Baths",245,Entire home/apt,6,"Williamsburg, Brooklyn"
Clean & Convenient in Brooklyn,50,Private room,1,"Clinton Hill, Brooklyn"
Charming and Cozy 1 Bedroom,145,Entire home/apt,8,"Carroll Gardens, Brooklyn"
Amazing studio in Stuyvesant height,99,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
Private Room Overlooks Garden!,55,Private room,1,"Greenpoint, Brooklyn"
BEAUTIFUL  2BR  20MINS FROM CITY!,84,Entire home/apt,1,"Bushwick, Brooklyn"
Spacious room in pretty apt w deck,55,Private room,3,"Kensington, Brooklyn"
Private room in artsy apt,70,Private room,2,"Bedford-Stuyvesant, Brooklyn"
Nice & clean room in Bushwick,45,Private room,5,"Bushwick, Brooklyn"
Heights of Luxury Brooklyn NY,100,Private room,1,"Crown Heights, Brooklyn"
Cute room super close to the park!,55,Private room,1,"Crown Heights, Brooklyn"
Best Location Williamsburg Brooklyn,135,Entire home/apt,2,"Williamsburg, Brooklyn"
"HUGE, SUNNY ROOM, BLOCK 4RM TRAIN!",90,Private room,3,"Williamsburg, Brooklyn"
"Lovely Home--Clinton Hill, Brooklyn",150,Entire home/apt,8,"Clinton Hill, Brooklyn"
"Large Room, Williamsburg",54,Private room,9,"Williamsburg, Brooklyn"
Mayor's Mansion - Fort Greene,250,Entire home/apt,1,"Fort Greene, Brooklyn"
PEABODY'S GARDEN APARTMENT,150,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
"Modern, Luxury BR w/2 Beds, Nr All",62,Private room,O,"Crown Heights, Brooklyn"
Guestroom w/ 2 beds 20 mins to NYC,55,Private room,9,"Bushwick, Brooklyn"
Sun filled Brooklyn Brownstone,80,Private room,5,"Carroll Gardens, Brooklyn"
BEAUTIFUL STUDIO IN BOERUM HILL #8,175,Entire home/apt,2,"Boerum Hill, Brooklyn"
Modern/Rustic Studio Apt.,195,Entire home/apt,1,"Williamsburg, Brooklyn"
Beautiful Room 1,60,Private room,8,"Bedford-Stuyvesant, Brooklyn"
Brooklyn SUITE + Private Full Bath!,69,Private room,4,"Flatbush, Brooklyn"
A Brooklyn Home Away From Home,55,Private room,5,"Bedford-Stuyvesant, Brooklyn"
"Location, Location, Location!",115,Private room,8,"Williamsburg, Brooklyn"
Light+Open+Airy+Rustic+Modern Loft,150,Entire home/apt,1,"Williamsburg, Brooklyn"
Garden Apartment in Park Slope,120,Entire home/apt,1,"Park Slope, Brooklyn"
The Greenwood Grand - Stay Boutique,135,Entire home/apt,3,"Greenwood Heights, Brooklyn"
Cozy Apt in the Heart of Park Slope,150,Entire home/apt,1,"Park Slope, Brooklyn"
Sunny/Cozy 1BD,89,Entire home/apt,2,"Crown Heights, Brooklyn"
Trendiest building in Brooklyn!,80,Private room,2,"Bushwick, Brooklyn"
Carroll Gardens Guest Apartment,275,Entire home/apt,3,"Carroll Gardens, Brooklyn"
Good sleep in Crown Heights,45,Private room,1,"Crown Heights, Brooklyn"
Quiet and Stylish in Brooklyn,150,Entire home/apt,2,"Greenpoint, Brooklyn"
"Luxury, Quiet Bedroom, near Subway",56,Private room,2,"Bushwick, Brooklyn"
Spacious Bedstuy Room,39,Private room,4,"Bedford-Stuyvesant, Brooklyn"
Entire 2br Hardwood Apt in Wburg,139,Entire home/apt,1,"Williamsburg, Brooklyn"
Urban Jungle in Bedford Stuyvesant,110,Entire home/apt,5,"Bushwick, Brooklyn"
Huge serene room in a perfect area!,99,Private room,1,"Brooklyn Heights, Brooklyn"
Park Slope Spacious 3 Bedroom Home,275,Entire home/apt,3,"Park Slope, Brooklyn"
Private room! Heart of Williamsburg,115,Private room,2,"Williamsburg, Brooklyn"
Brooklyn Prospect Park Cozy Single,90,Private room,9,"Prospect Heights, Brooklyn"
"Clean, Sunny Apt on Prospect Park",100,Entire home/apt,3,"Lefferts Garden, Brooklyn"
Close to Airport and Manhattan!,59,Private room,2,"Bedford-Stuyvesant, Brooklyn"
Williamsburg Brooklyn NY Large Room,110,Private room,O,"Williamsburg, Brooklyn"
"Big sunny room, prime location!",89,Private room,1,"Williamsburg, Brooklyn"
Warm Home Up in the Sky,96,Private room,5,"Williamsburg, Brooklyn"
Apartment in Heart of Greenpoint,65,Private room,7,"Greenpoint, Brooklyn"
Beds Bikes Breakfast (on the Park2),45,Private room,2,"Flatbush, Brooklyn"
1 Room Available in 3 bedroom apt,50,Private room,2,"Bushwick, Brooklyn"
Prime Carroll Gardens 1BR Apartment,185,Entire home/apt,2,"Gowanus, Brooklyn"
Brand New Brooklyn studio,150,Entire home/apt,3,"Crown Heights, Brooklyn"
"Beautiful, Lux apt in Williamsburg",190,Entire home/apt,2,"Greenpoint, Brooklyn"
Brooklyn Charm and Comfort,199,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
Best location in Brooklyn!,110,Private room,2,"Park Slope, Brooklyn"
"Room in modern, Brooklyn apartment.",65,Private room,4,"Bedford-Stuyvesant, Brooklyn"
"Brooklyn Loft, 180 degree views",90,Private room,1,"Williamsburg, Brooklyn"
Large sunny furnished bedroom,75,Private room,4,"Lefferts Garden, Brooklyn"
"Bushwick Biodome Loft , Great View!",75,Private room,1,"Williamsburg, Brooklyn"
Cozy room in warehouse style apt,59,Private room,3,"Williamsburg, Brooklyn"
NYC Brklyn Cozy Rustic Artist Home,46,Private room,1,"Bushwick, Brooklyn"
Sunny Beautiful Sublet All Yours!!!,145,Entire home/apt,1,"Park Slope, Brooklyn"
Small Bedroom in a large brownstone,90,Private room,2,"Prospect Heights, Brooklyn"
Prospect Guestroom in Brooklyn,54,Private room,5,"Flatbush, Brooklyn"
Rising Star Of Brooklyn,110,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
"Lovely, Spacious Room in Brownstone",50,Private room,O,"Crown Heights, Brooklyn"
Cozy Corners in Crown Heights!,50,Private room,1,"Crown Heights, Brooklyn"
Brooklyn Budget Williamsburg NYC 2,50,Private room,7,"Williamsburg, Brooklyn"
Quiet Sunny Park Slope,160,Entire home/apt,1,"Park Slope, Brooklyn"
Private 1 bedroom apartment,79,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
Loft Studio with Private Deck,200,Entire home/apt,1,"Williamsburg, Brooklyn"
"Cool, Comfy Bedroom nr Subway",54,Private room,2,"Bedford-Stuyvesant, Brooklyn"
Beautiful modern Brooklyn apt,180,Entire home/apt,1,"Boerum Hill, Brooklyn"
Large Sunny 1BR - Entire 2nd Floor,134,Entire home/apt,7,"Greenpoint, Brooklyn"
Top Floor 2bd Luxury Brownstone Apt,215,Entire home/apt,7,"Fort Greene, Brooklyn"
Greenpoint/Williamsburg Studio Apt,130,Entire home/apt,1,"Williamsburg, Brooklyn"
LOVELY SPOT IN PRIME WILLIAMSBURG!,100,Entire home/apt,1,"Williamsburg, Brooklyn"
A special home in Brooklyn,250,Entire home/apt,O,"Clinton Hill, Brooklyn"
Comfy Queen Size Bed in Brooklyn,45,Private room,2,"East New York, Brooklyn"
Spacious 4-BD/2BA Townhouse in PLG,295,Entire home/apt,3,"Crown Heights, Brooklyn"
Modern bright 1 BR in Williamsburg,229,Entire home/apt,6,"Williamsburg, Brooklyn"
Bright cozy private room,50,Private room,1,"Midwood, Brooklyn"
Bright 1 bedroom prime Williamsburg,150,Entire home/apt,1,"Williamsburg, Brooklyn"
Cozy Suite w/ Private Bathroom,75,Private room,7,"Clinton Hill, Brooklyn"
Beautiful & Bright on Bedford Ave!,85,Private room,2,"Williamsburg, Brooklyn"
BROOKLYN BROWNSTONE TOP TIER,99,Entire home/apt,4,"Bedford-Stuyvesant, Brooklyn"
Cozy apartment with Wi-Fi $$,115,Entire home/apt,2,"Bay Ridge, Brooklyn"
Guest Bedroom - 3 Blocks to L Train,89,Private room,1,"Williamsburg, Brooklyn"
Beds Bikes Breakfast on The Park,45,Private room,1,"Flatbush, Brooklyn"
Private Brooklyn Garden Apartment,135,Entire home/apt,1,"Bedford-Stuyvesant, Brooklyn"
Large room in great neighborhood,88,Private room,7,"Williamsburg, Brooklyn"
Private Skylight Room in BK Duplex,100,Private room,9,"Williamsburg, Brooklyn"
Williamsburg 1BR. 5 min to Union sq,200,Entire home/apt,7,"Williamsburg, Brooklyn"
Brooklyn Bedroom 8 Min From City,43,Private room,9,"Williamsburg, Brooklyn"
"Full bed in Bushwick, Brooklyn",65,Private room,1,"Bedford-Stuyvesant, Brooklyn"
"Cozy 1 bdrm Park Slope, Brooklyn,",100,Entire home/apt,7,"Park Slope, Brooklyn"
