name,date,closing_price
Dr Pepper Snapple Group,2011-08-19,35.44
Dr Pepper Snapple Group,2011-08-18,35.96
Dr Pepper Snapple Group,2011-08-17,36.87
Dr Pepper Snapple Group,2011-08-16,36.58
Dr Pepper Snapple Group,2011-08-15,36.74
Dr Pepper Snapple Group,2011-08-12,37.11
Dr Pepper Snapple Group,2011-08-11,36.32
Dr Pepper Snapple Group,2011-08-10,34.72
Dr Pepper Snapple Group,2011-08-09,35.92
Dr Pepper Snapple Group,2011-08-08,35.26
Dr Pepper Snapple Group,2011-08-05,37.12
Dr Pepper Snapple Group,2011-08-04,36.27
Dr Pepper Snapple Group,2011-08-03,37.57
Dr Pepper Snapple Group,2011-08-02,37
Dr Pepper Snapple Group,2011-08-01,37.25
Darden Restaurants,2011-10-28,48.5
Darden Restaurants,2011-10-27,48.94
Darden Restaurants,2011-10-26,46.77
Darden Restaurants,2011-10-25,47.09
Darden Restaurants,2011-10-24,47.7
Darden Restaurants,2011-10-21,47.17
Darden Restaurants,2011-10-20,46.05
Darden Restaurants,2011-10-19,46.1
Darden Restaurants,2011-10-18,46.76
Darden Restaurants,2011-10-17,45.53
Darden Restaurants,2011-10-14,46.66
Darden Restaurants,2011-10-13,46.68
Darden Restaurants,2011-10-12,46.33
Darden Restaurants,2011-10-11,45.91
Darden Restaurants,2011-10-10,45.36
Darden Restaurants,2011-10-07,44.12
Darden Restaurants,2011-10-06,43.31
Darden Restaurants,2011-10-05,42.84
Darden Restaurants,2011-10-04,41.6
Darden Restaurants,2011-10-03,41.12
Darden Restaurants,2011-09-30,42.33
Darden Restaurants,2011-09-29,43.06
Darden Restaurants,2011-09-28,43.86
Darden Restaurants,2011-09-27,46.51
Darden Restaurants,2011-09-26,47.36
Darden Restaurants,2011-09-23,45.6
Darden Restaurants,2011-09-22,44.12
Darden Restaurants,2011-09-21,43.44
Darden Restaurants,2011-09-20,44.38
Darden Restaurants,2011-09-19,45.75
Darden Restaurants,2011-09-16,45.16
Darden Restaurants,2011-09-15,44.75
Darden Restaurants,2011-09-14,44.49
Darden Restaurants,2011-09-13,43.29
Darden Restaurants,2011-09-12,42.98
Darden Restaurants,2011-09-09,42.94
Darden Restaurants,2011-09-08,43.91
Darden Restaurants,2011-09-07,44.1
Darden Restaurants,2011-09-06,45.72
Darden Restaurants,2011-09-02,45.97
Darden Restaurants,2011-09-01,47.03
Darden Restaurants,2011-08-31,47.62
Darden Restaurants,2011-08-30,47.89
Darden Restaurants,2011-08-29,47.2
Darden Restaurants,2011-08-26,45.38
Darden Restaurants,2011-08-25,44.81
Darden Restaurants,2011-08-24,46.99
Darden Restaurants,2011-08-23,46.91
Darden Restaurants,2011-08-22,45.21
Darden Restaurants,2011-08-19,44.5
Darden Restaurants,2011-08-18,44.91
Darden Restaurants,2011-08-17,47.98
Darden Restaurants,2011-08-16,48.05
Darden Restaurants,2011-08-15,48.47
Darden Restaurants,2011-08-12,48.22
Darden Restaurants,2011-08-11,47.96
Darden Restaurants,2011-08-10,44.6
Darden Restaurants,2011-08-09,45.66
Darden Restaurants,2011-08-08,44.61
Darden Restaurants,2011-08-05,47.48
Darden Restaurants,2011-08-04,46.97
Darden Restaurants,2011-08-03,48.79
Darden Restaurants,2011-08-02,47.8
Darden Restaurants,2011-08-01,49.63
DTE Energy Co.,2011-10-28,52.3
DTE Energy Co.,2011-10-27,52.17
DTE Energy Co.,2011-10-26,51
DTE Energy Co.,2011-10-25,51.13
DTE Energy Co.,2011-10-24,51.97
DTE Energy Co.,2011-10-21,51.89
DTE Energy Co.,2011-10-20,51.32
DTE Energy Co.,2011-10-19,50.92
DTE Energy Co.,2011-10-18,50.83
DTE Energy Co.,2011-10-17,50.49
DTE Energy Co.,2011-10-14,50.58
DTE Energy Co.,2011-10-13,50.32
DTE Energy Co.,2011-10-12,50.07
DTE Energy Co.,2011-10-11,50.54
DTE Energy Co.,2011-10-10,51.02
DTE Energy Co.,2011-10-07,49.91
DTE Energy Co.,2011-10-06,49.84
DTE Energy Co.,2011-10-05,48.9
DTE Energy Co.,2011-10-04,48.71
DTE Energy Co.,2011-10-03,48.06
DTE Energy Co.,2011-09-30,49.02
DTE Energy Co.,2011-09-29,49.45
DTE Energy Co.,2011-09-28,48.56
DTE Energy Co.,2011-09-27,49.37
DTE Energy Co.,2011-09-26,49.12
DTE Energy Co.,2011-09-23,48.47
DTE Energy Co.,2011-09-22,48.13
DTE Energy Co.,2011-09-21,49.5
DTE Energy Co.,2011-09-20,50.99
DTE Energy Co.,2011-09-19,50.34
DTE Energy Co.,2011-09-16,50.56
DTE Energy Co.,2011-09-15,50.09
DTE Energy Co.,2011-09-14,49.03
DTE Energy Co.,2011-09-13,48.95
DTE Energy Co.,2011-09-12,48.61
DTE Energy Co.,2011-09-09,47.9
DTE Energy Co.,2011-09-08,48.81
DTE Energy Co.,2011-09-07,48.92
DTE Energy Co.,2011-09-06,48.29
DTE Energy Co.,2011-09-02,49.05
DTE Energy Co.,2011-09-01,49.39
DTE Energy Co.,2011-08-31,49.96
DTE Energy Co.,2011-08-30,49.57
DTE Energy Co.,2011-08-29,49.66
DTE Energy Co.,2011-08-26,48.78
DTE Energy Co.,2011-08-25,48.78
DTE Energy Co.,2011-08-24,49.34
DTE Energy Co.,2011-08-23,48.36
DTE Energy Co.,2011-08-22,46.7
DTE Energy Co.,2011-08-19,46.95
DTE Energy Co.,2011-08-18,47.19
DTE Energy Co.,2011-08-17,47.87
DTE Energy Co.,2011-08-16,47.66
DTE Energy Co.,2011-08-15,47.79
DTE Energy Co.,2011-08-12,46.39
DTE Energy Co.,2011-08-11,46.83
DTE Energy Co.,2011-08-10,44.63
DTE Energy Co.,2011-08-09,45.3
DTE Energy Co.,2011-08-08,43.51
DTE Energy Co.,2011-08-05,46.57
DTE Energy Co.,2011-08-04,46.53
DTE Energy Co.,2011-08-03,47.91
DTE Energy Co.,2011-08-02,47.83
DTE Energy Co.,2011-08-01,48.75
DirecTV,2011-10-28,45.53
DirecTV,2011-10-27,47.34
DirecTV,2011-10-26,47.32
DirecTV,2011-10-25,47.02
DirecTV,2011-10-24,47.8
DirecTV,2011-10-21,46.42
DirecTV,2011-10-20,45.98
DirecTV,2011-10-19,46.22
DirecTV,2011-10-18,46.68
DirecTV,2011-10-17,45.97
DirecTV,2011-10-14,47.03
DirecTV,2011-10-13,46.26
DirecTV,2011-10-12,46.62
DirecTV,2011-10-11,45.77
DirecTV,2011-10-10,45
DirecTV,2011-10-07,43.53
DirecTV,2011-10-06,42.89
DirecTV,2011-10-05,41.88
DirecTV,2011-10-04,41.55
DirecTV,2011-10-03,40.6
DirecTV,2011-09-30,42.27
DirecTV,2011-09-29,43.33
DirecTV,2011-09-28,44.33
DirecTV,2011-09-27,44.2
DirecTV,2011-09-26,43.19
DirecTV,2011-09-23,42.02
DirecTV,2011-09-22,41.02
DirecTV,2011-09-21,41.61
DirecTV,2011-09-20,43.61
DirecTV,2011-09-19,43.4
DirecTV,2011-09-16,43.7
DirecTV,2011-09-15,43.83
DirecTV,2011-09-14,42.95
DirecTV,2011-09-13,42.49
DirecTV,2011-09-12,41.51
DirecTV,2011-09-09,41.43
DirecTV,2011-09-08,42.18
DirecTV,2011-09-07,42.68
DirecTV,2011-09-06,42.06
DirecTV,2011-09-02,42.22
DirecTV,2011-09-01,43.37
DirecTV,2011-08-31,43.97
DirecTV,2011-08-30,43.78
DirecTV,2011-08-29,43.57
DirecTV,2011-08-26,42.51
DirecTV,2011-08-25,41.89
DirecTV,2011-08-24,42.88
DirecTV,2011-08-23,42.61
DirecTV,2011-08-22,41.76
DirecTV,2011-08-19,41.93
DirecTV,2011-08-18,42.71
DirecTV,2011-08-17,44.32
DirecTV,2011-08-16,43.93
DirecTV,2011-08-15,43.86
DirecTV,2011-08-12,43.34
DirecTV,2011-08-11,43.07
DirecTV,2011-08-10,41.63
DirecTV,2011-08-09,43.44
DirecTV,2011-08-08,42.11
DirecTV,2011-08-05,45.39
DirecTV,2011-08-04,46.63
DirecTV,2011-08-03,49.47
DirecTV,2011-08-02,49.04
DirecTV,2011-08-01,50.45
Duke Energy,2011-10-28,20.46
Duke Energy,2011-10-27,20.63
Duke Energy,2011-10-26,20.3
Duke Energy,2011-10-25,20.14
Duke Energy,2011-10-24,20.36
Duke Energy,2011-10-21,20.55
Duke Energy,2011-10-20,20.24
Duke Energy,2011-10-19,20.2
Duke Energy,2011-10-18,20.12
Duke Energy,2011-10-17,20.11
Duke Energy,2011-10-14,19.92
Duke Energy,2011-10-13,19.8
Duke Energy,2011-10-12,19.8
Duke Energy,2011-10-11,19.93
Duke Energy,2011-10-10,20.26
Duke Energy,2011-10-07,19.79
Duke Energy,2011-10-06,19.6
Duke Energy,2011-10-05,19.49
Duke Energy,2011-10-04,19.64
Duke Energy,2011-10-03,19.71
Duke Energy,2011-09-30,19.99
Duke Energy,2011-09-29,20.13
Duke Energy,2011-09-28,19.88
Duke Energy,2011-09-27,19.9
Duke Energy,2011-09-26,19.94
Duke Energy,2011-09-23,19.79
Duke Energy,2011-09-22,19.49
Duke Energy,2011-09-21,19.66
Duke Energy,2011-09-20,19.75
Duke Energy,2011-09-19,19.55
Duke Energy,2011-09-16,19.57
Duke Energy,2011-09-15,19.4
Duke Energy,2011-09-14,19.08
Duke Energy,2011-09-13,18.98
Duke Energy,2011-09-12,18.86
Duke Energy,2011-09-09,18.55
Duke Energy,2011-09-08,18.81
Duke Energy,2011-09-07,18.78
Duke Energy,2011-09-06,18.64
Duke Energy,2011-09-02,18.78
Duke Energy,2011-09-01,18.81
Duke Energy,2011-08-31,18.91
Duke Energy,2011-08-30,18.77
Duke Energy,2011-08-29,18.77
Duke Energy,2011-08-26,18.56
Duke Energy,2011-08-25,18.56
Duke Energy,2011-08-24,18.87
Duke Energy,2011-08-23,18.49
Duke Energy,2011-08-22,18.35
Duke Energy,2011-08-19,18.24
Duke Energy,2011-08-18,18.37
Duke Energy,2011-08-17,18.47
Duke Energy,2011-08-16,18.29
Duke Energy,2011-08-15,18.4
Duke Energy,2011-08-12,17.82
Duke Energy,2011-08-11,18.02
Duke Energy,2011-08-10,17.25
Duke Energy,2011-08-09,17.61
Duke Energy,2011-08-08,17.03
Duke Energy,2011-08-05,17.87
Duke Energy,2011-08-04,17.77
Duke Energy,2011-08-03,18.19
Duke Energy,2011-08-02,18.29
Duke Energy,2011-08-01,18.44
DeVry, Inc.,2011-10-28,38.86
DeVry, Inc.,2011-10-27,38.51
DeVry, Inc.,2011-10-26,38.36
DeVry, Inc.,2011-10-25,46.08
DeVry, Inc.,2011-10-24,46.44
DeVry, Inc.,2011-10-21,45.35
DeVry, Inc.,2011-10-20,43.9
DeVry, Inc.,2011-10-19,44.18
DeVry, Inc.,2011-10-18,42.66
DeVry, Inc.,2011-10-17,41.79
DeVry, Inc.,2011-10-14,43.9
DeVry, Inc.,2011-10-13,42.75
DeVry, Inc.,2011-10-12,43.46
DeVry, Inc.,2011-10-11,41.86
DeVry, Inc.,2011-10-10,41.37
DeVry, Inc.,2011-10-07,40.19
DeVry, Inc.,2011-10-06,39.89
DeVry, Inc.,2011-10-05,39.38
DeVry, Inc.,2011-10-04,36.88
DeVry, Inc.,2011-10-03,35.21
DeVry, Inc.,2011-09-30,36.96
DeVry, Inc.,2011-09-29,38.27
DeVry, Inc.,2011-09-28,38.71
DeVry, Inc.,2011-09-27,39.8
DeVry, Inc.,2011-09-26,39.2
DeVry, Inc.,2011-09-23,37.44
DeVry, Inc.,2011-09-22,35.59
DeVry, Inc.,2011-09-21,38.6
DeVry, Inc.,2011-09-20,40.04
DeVry, Inc.,2011-09-19,40.54
DeVry, Inc.,2011-09-16,41.74
DeVry, Inc.,2011-09-15,41.38
DeVry, Inc.,2011-09-14,40.22
DeVry, Inc.,2011-09-13,39.87
DeVry, Inc.,2011-09-12,41.18
DeVry, Inc.,2011-09-09,40.62
DeVry, Inc.,2011-09-08,40.98
DeVry, Inc.,2011-09-07,42.82
DeVry, Inc.,2011-09-06,41.45
DeVry, Inc.,2011-09-02,40.74
DeVry, Inc.,2011-09-01,42.52
DeVry, Inc.,2011-08-31,44.18
DeVry, Inc.,2011-08-30,43.88
DeVry, Inc.,2011-08-29,43.09
DeVry, Inc.,2011-08-26,42.59
DeVry, Inc.,2011-08-25,41.14
DeVry, Inc.,2011-08-24,41.87
DeVry, Inc.,2011-08-23,41.35
DeVry, Inc.,2011-08-22,39.85
DeVry, Inc.,2011-08-19,39.46
DeVry, Inc.,2011-08-18,41.12
DeVry, Inc.,2011-08-17,43.58
DeVry, Inc.,2011-08-16,44.81
DeVry, Inc.,2011-08-15,44.27
DeVry, Inc.,2011-08-12,44.49
DeVry, Inc.,2011-08-11,53.39
DeVry, Inc.,2011-08-10,51.72
DeVry, Inc.,2011-08-09,53.82
DeVry, Inc.,2011-08-08,52.64
DeVry, Inc.,2011-08-05,57.82
DeVry, Inc.,2011-08-04,59.65
DeVry, Inc.,2011-08-03,59.78
DeVry, Inc.,2011-08-02,59.8
DeVry, Inc.,2011-08-01,60.75
DaVita Inc.,2011-10-28,72.7
DaVita Inc.,2011-10-27,72.02
DaVita Inc.,2011-10-26,68.81
DaVita Inc.,2011-10-25,67.99
DaVita Inc.,2011-10-24,68.8
DaVita Inc.,2011-10-21,69.21
DaVita Inc.,2011-10-20,66.99
DaVita Inc.,2011-10-19,66.75
DaVita Inc.,2011-10-18,65.39
DaVita Inc.,2011-10-17,61.64
DaVita Inc.,2011-10-14,63.06
DaVita Inc.,2011-10-13,62.9
DaVita Inc.,2011-10-12,63.56
DaVita Inc.,2011-10-11,63.82
DaVita Inc.,2011-10-10,63.05
DaVita Inc.,2011-10-07,61.69
DaVita Inc.,2011-10-06,64.47
DaVita Inc.,2011-10-05,62.66
DaVita Inc.,2011-10-04,60.97
DaVita Inc.,2011-10-03,60.64
DaVita Inc.,2011-09-30,62.67
DaVita Inc.,2011-09-29,62.93
DaVita Inc.,2011-09-28,68.98
DaVita Inc.,2011-09-27,71.51
DaVita Inc.,2011-09-26,69.34
DaVita Inc.,2011-09-23,67.94
DaVita Inc.,2011-09-22,69.16
DaVita Inc.,2011-09-21,72.37
DaVita Inc.,2011-09-20,73.42
DaVita Inc.,2011-09-19,72.97
DaVita Inc.,2011-09-16,72.95
DaVita Inc.,2011-09-15,74.01
DaVita Inc.,2011-09-14,73.02
DaVita Inc.,2011-09-13,71.87
DaVita Inc.,2011-09-12,71.78
DaVita Inc.,2011-09-09,71.36
DaVita Inc.,2011-09-08,73.36
DaVita Inc.,2011-09-07,74.75
DaVita Inc.,2011-09-06,72.04
DaVita Inc.,2011-09-02,71.36
DaVita Inc.,2011-09-01,73.3
DaVita Inc.,2011-08-31,73.58
DaVita Inc.,2011-08-30,73.98
DaVita Inc.,2011-08-29,74.16
DaVita Inc.,2011-08-26,71.94
DaVita Inc.,2011-08-25,69.54
DaVita Inc.,2011-08-24,71.58
DaVita Inc.,2011-08-23,71.7
DaVita Inc.,2011-08-22,69.29
DaVita Inc.,2011-08-19,69.64
DaVita Inc.,2011-08-18,70.59
DaVita Inc.,2011-08-17,73.44
DaVita Inc.,2011-08-16,74.09
DaVita Inc.,2011-08-15,74.66
DaVita Inc.,2011-08-12,72.77
DaVita Inc.,2011-08-11,72.4
DaVita Inc.,2011-08-10,70.87
DaVita Inc.,2011-08-09,74.37
DaVita Inc.,2011-08-08,71.58
DaVita Inc.,2011-08-05,78.28
DaVita Inc.,2011-08-04,77.81
DaVita Inc.,2011-08-03,78.43
DaVita Inc.,2011-08-02,79.72
DaVita Inc.,2011-08-01,79.67
Devon Energy Corp.,2011-10-28,68.15
Devon Energy Corp.,2011-10-27,66.37
Devon Energy Corp.,2011-10-26,62.71
Devon Energy Corp.,2011-10-25,61.6
Devon Energy Corp.,2011-10-24,63.74
Devon Energy Corp.,2011-10-21,64.41
Devon Energy Corp.,2011-10-20,62.79
Devon Energy Corp.,2011-10-19,62.3
Devon Energy Corp.,2011-10-18,61.53
Devon Energy Corp.,2011-10-17,59.68
Devon Energy Corp.,2011-10-14,60.71
Devon Energy Corp.,2011-10-13,59.04
Devon Energy Corp.,2011-10-12,60.22
Devon Energy Corp.,2011-10-11,58.78
Devon Energy Corp.,2011-10-10,58.76
Devon Energy Corp.,2011-10-07,56.48
Devon Energy Corp.,2011-10-06,57.76
Devon Energy Corp.,2011-10-05,56.34
Devon Energy Corp.,2011-10-04,55.55
Devon Energy Corp.,2011-10-03,53.34
Devon Energy Corp.,2011-09-30,55.44
Devon Energy Corp.,2011-09-29,57.67
Devon Energy Corp.,2011-09-28,56.42
Devon Energy Corp.,2011-09-27,58.64
Devon Energy Corp.,2011-09-26,57.43
Devon Energy Corp.,2011-09-23,55.37
Devon Energy Corp.,2011-09-22,56.91
Devon Energy Corp.,2011-09-21,61.61
Devon Energy Corp.,2011-09-20,64.87
Devon Energy Corp.,2011-09-19,64.55
Devon Energy Corp.,2011-09-16,66.11
Devon Energy Corp.,2011-09-15,65.99
Devon Energy Corp.,2011-09-14,64.74
Devon Energy Corp.,2011-09-13,64.13
Devon Energy Corp.,2011-09-12,63.61
Devon Energy Corp.,2011-09-09,63.02
Devon Energy Corp.,2011-09-08,65.45
Devon Energy Corp.,2011-09-07,66.2
Devon Energy Corp.,2011-09-06,63.67
Devon Energy Corp.,2011-09-02,64.44
Devon Energy Corp.,2011-09-01,66.4
Devon Energy Corp.,2011-08-31,67.65
Devon Energy Corp.,2011-08-30,66.99
Devon Energy Corp.,2011-08-29,65.83
Devon Energy Corp.,2011-08-26,64.21
Devon Energy Corp.,2011-08-25,63.24
Devon Energy Corp.,2011-08-24,64.69
Devon Energy Corp.,2011-08-23,64.49
Devon Energy Corp.,2011-08-22,62.8
Devon Energy Corp.,2011-08-19,63.38
Devon Energy Corp.,2011-08-18,64.4
Devon Energy Corp.,2011-08-17,68.5
Devon Energy Corp.,2011-08-16,68.76
Devon Energy Corp.,2011-08-15,69.59
Devon Energy Corp.,2011-08-12,67.82
Devon Energy Corp.,2011-08-11,68.2
Devon Energy Corp.,2011-08-10,66.1
Devon Energy Corp.,2011-08-09,68.55
Devon Energy Corp.,2011-08-08,65.18
Devon Energy Corp.,2011-08-05,69.71
Devon Energy Corp.,2011-08-04,71.46
Devon Energy Corp.,2011-08-03,75.59
Devon Energy Corp.,2011-08-02,75.15
Devon Energy Corp.,2011-08-01,78.11
eBay Inc.,2011-10-28,33.25
eBay Inc.,2011-10-27,32.29
eBay Inc.,2011-10-26,31.08
eBay Inc.,2011-10-25,31.67
eBay Inc.,2011-10-24,32.37
eBay Inc.,2011-10-21,32.12
eBay Inc.,2011-10-20,32.15
eBay Inc.,2011-10-19,33.18
eBay Inc.,2011-10-18,33.87
eBay Inc.,2011-10-17,33.22
eBay Inc.,2011-10-14,33.69
eBay Inc.,2011-10-13,32.74
eBay Inc.,2011-10-12,32.75
eBay Inc.,2011-10-11,32.83
eBay Inc.,2011-10-10,32.3
eBay Inc.,2011-10-07,31.07
eBay Inc.,2011-10-06,31.44
eBay Inc.,2011-10-05,30.53
eBay Inc.,2011-10-04,29.35
eBay Inc.,2011-10-03,28.11
eBay Inc.,2011-09-30,29.49
eBay Inc.,2011-09-29,30.67
eBay Inc.,2011-09-28,31.64
eBay Inc.,2011-09-27,32.52
eBay Inc.,2011-09-26,32.55
eBay Inc.,2011-09-23,32.08
eBay Inc.,2011-09-22,31.67
eBay Inc.,2011-09-21,32.24
eBay Inc.,2011-09-20,32.73
eBay Inc.,2011-09-19,33.1
eBay Inc.,2011-09-16,33.69
eBay Inc.,2011-09-15,32.04
eBay Inc.,2011-09-14,30.14
eBay Inc.,2011-09-13,29.4
eBay Inc.,2011-09-12,29.42
eBay Inc.,2011-09-09,28.46
eBay Inc.,2011-09-08,30.51
eBay Inc.,2011-09-07,29.75
eBay Inc.,2011-09-06,29.27
eBay Inc.,2011-09-02,29.41
eBay Inc.,2011-09-01,30.39
eBay Inc.,2011-08-31,30.87
eBay Inc.,2011-08-30,30.95
eBay Inc.,2011-08-29,30.49
eBay Inc.,2011-08-26,29.46
eBay Inc.,2011-08-25,28.33
eBay Inc.,2011-08-24,29.05
eBay Inc.,2011-08-23,28.92
eBay Inc.,2011-08-22,27.36
eBay Inc.,2011-08-19,27.16
eBay Inc.,2011-08-18,27.94
eBay Inc.,2011-08-17,30.25
eBay Inc.,2011-08-16,30.36
eBay Inc.,2011-08-15,30.89
eBay Inc.,2011-08-12,30.53
eBay Inc.,2011-08-11,30.2
eBay Inc.,2011-08-10,29.15
eBay Inc.,2011-08-09,30.16
eBay Inc.,2011-08-08,26.95
eBay Inc.,2011-08-05,29.3
eBay Inc.,2011-08-04,30.04
eBay Inc.,2011-08-03,32.25
eBay Inc.,2011-08-02,31.75
eBay Inc.,2011-08-01,33.02
Ecolab Inc.,2011-10-28,55
Ecolab Inc.,2011-10-27,55.2
Ecolab Inc.,2011-10-26,53.55
Ecolab Inc.,2011-10-25,52.66
Ecolab Inc.,2011-10-24,54.33
Ecolab Inc.,2011-10-21,53.92
Ecolab Inc.,2011-10-20,53.2
Ecolab Inc.,2011-10-19,53.18
Ecolab Inc.,2011-10-18,53.29
Ecolab Inc.,2011-10-17,52.35
Ecolab Inc.,2011-10-14,52.79
Ecolab Inc.,2011-10-13,52.64
Ecolab Inc.,2011-10-12,52.78
Ecolab Inc.,2011-10-11,52.25
Ecolab Inc.,2011-10-10,51.87
Ecolab Inc.,2011-10-07,50.25
Ecolab Inc.,2011-10-06,50.09
Ecolab Inc.,2011-10-05,50.62
Ecolab Inc.,2011-10-04,49.69
Ecolab Inc.,2011-10-03,48.07
Ecolab Inc.,2011-09-30,48.89
Ecolab Inc.,2011-09-29,49.33
Ecolab Inc.,2011-09-28,49.28
Ecolab Inc.,2011-09-27,51.09
Ecolab Inc.,2011-09-26,50.27
Ecolab Inc.,2011-09-23,49.04
Ecolab Inc.,2011-09-22,49.19
Ecolab Inc.,2011-09-21,50.23
Ecolab Inc.,2011-09-20,51.41
Ecolab Inc.,2011-09-19,51.32
Ecolab Inc.,2011-09-16,51.89
Ecolab Inc.,2011-09-15,51.39
Ecolab Inc.,2011-09-14,51.14
Ecolab Inc.,2011-09-13,50.15
Ecolab Inc.,2011-09-12,49.6
Ecolab Inc.,2011-09-09,50.03
Ecolab Inc.,2011-09-08,52.13
Ecolab Inc.,2011-09-07,52.95
Ecolab Inc.,2011-09-06,51.65
Ecolab Inc.,2011-09-02,51.47
Ecolab Inc.,2011-09-01,52.23
Ecolab Inc.,2011-08-31,53.42
Ecolab Inc.,2011-08-30,52.64
Ecolab Inc.,2011-08-29,52.23
Ecolab Inc.,2011-08-26,50.63
Ecolab Inc.,2011-08-25,49.61
Ecolab Inc.,2011-08-24,49.58
Ecolab Inc.,2011-08-23,48.89
Ecolab Inc.,2011-08-22,45.75
Ecolab Inc.,2011-08-19,44.38
Ecolab Inc.,2011-08-18,44.53
Ecolab Inc.,2011-08-17,46.37
Ecolab Inc.,2011-08-16,46.43
Ecolab Inc.,2011-08-15,47.1
Ecolab Inc.,2011-08-12,46.9
Ecolab Inc.,2011-08-11,46.34
Ecolab Inc.,2011-08-10,44.6
Ecolab Inc.,2011-08-09,46.1
Ecolab Inc.,2011-08-08,44.81
Ecolab Inc.,2011-08-05,47.62
Ecolab Inc.,2011-08-04,48
Ecolab Inc.,2011-08-03,49.36
Ecolab Inc.,2011-08-02,48.37
Ecolab Inc.,2011-08-01,49.6
Consolidated Edison,2011-10-28,58.04
Consolidated Edison,2011-10-27,59.53
Consolidated Edison,2011-10-26,58.82
Consolidated Edison,2011-10-25,58.18
Consolidated Edison,2011-10-24,59.25
Consolidated Edison,2011-10-21,59.76
Consolidated Edison,2011-10-20,58.49
Consolidated Edison,2011-10-19,57.92
Consolidated Edison,2011-10-18,58.02
Consolidated Edison,2011-10-17,57.97
Consolidated Edison,2011-10-14,57.55
Consolidated Edison,2011-10-13,56.66
Consolidated Edison,2011-10-12,56.6
Consolidated Edison,2011-10-11,56.76
Consolidated Edison,2011-10-10,57.22
Consolidated Edison,2011-10-07,56.11
Consolidated Edison,2011-10-06,56.16
Consolidated Edison,2011-10-05,55.15
Consolidated Edison,2011-10-04,56.44
Consolidated Edison,2011-10-03,56.48
Consolidated Edison,2011-09-30,57.02
Consolidated Edison,2011-09-29,57.31
Consolidated Edison,2011-09-28,56.11
Consolidated Edison,2011-09-27,56.6
Consolidated Edison,2011-09-26,56.79
Consolidated Edison,2011-09-23,56.74
Consolidated Edison,2011-09-22,56.9
Consolidated Edison,2011-09-21,57.26
Consolidated Edison,2011-09-20,58.1
Consolidated Edison,2011-09-19,57.25
Consolidated Edison,2011-09-16,57.42
Consolidated Edison,2011-09-15,57.08
Consolidated Edison,2011-09-14,56.55
Consolidated Edison,2011-09-13,56.28
Consolidated Edison,2011-09-12,55.78
Consolidated Edison,2011-09-09,55.12
Consolidated Edison,2011-09-08,56.05
Consolidated Edison,2011-09-07,56.07
Consolidated Edison,2011-09-06,55.78
Consolidated Edison,2011-09-02,56.07
Consolidated Edison,2011-09-01,55.95
Consolidated Edison,2011-08-31,56.21
Consolidated Edison,2011-08-30,56.32
Consolidated Edison,2011-08-29,56.33
Consolidated Edison,2011-08-26,55.59
Consolidated Edison,2011-08-25,56.18
Consolidated Edison,2011-08-24,56.9
Consolidated Edison,2011-08-23,55.38
Consolidated Edison,2011-08-22,54.56
Consolidated Edison,2011-08-19,54.36
Consolidated Edison,2011-08-18,54.37
Consolidated Edison,2011-08-17,54.5
Consolidated Edison,2011-08-16,54.49
Consolidated Edison,2011-08-15,54.79
Consolidated Edison,2011-08-12,53.13
Consolidated Edison,2011-08-11,53.44
Consolidated Edison,2011-08-10,51.49
Consolidated Edison,2011-08-09,51.32
Consolidated Edison,2011-08-08,49.85
Consolidated Edison,2011-08-05,52.68
Consolidated Edison,2011-08-04,51.16
Consolidated Edison,2011-08-03,52.05
Consolidated Edison,2011-08-02,51.7
Consolidated Edison,2011-08-01,52.16
Equifax Inc.,2011-10-28,35.52
Equifax Inc.,2011-10-27,35.6
Equifax Inc.,2011-10-26,33.84
Equifax Inc.,2011-10-25,33.21
Equifax Inc.,2011-10-24,34.22
Equifax Inc.,2011-10-21,33.87
Equifax Inc.,2011-10-20,33.31
Equifax Inc.,2011-10-19,33.59
Equifax Inc.,2011-10-18,34.14
Equifax Inc.,2011-10-17,33.14
Equifax Inc.,2011-10-14,34.05
Equifax Inc.,2011-10-13,33.51
Equifax Inc.,2011-10-12,33.58
Equifax Inc.,2011-10-11,33.25
Equifax Inc.,2011-10-10,33.18
Equifax Inc.,2011-10-07,31.8
Equifax Inc.,2011-10-06,32.15
Equifax Inc.,2011-10-05,31.76
Equifax Inc.,2011-10-04,30.92
Equifax Inc.,2011-10-03,29.56
Equifax Inc.,2011-09-30,30.74
Equifax Inc.,2011-09-29,31.36
Equifax Inc.,2011-09-28,31.2
Equifax Inc.,2011-09-27,31.96
Equifax Inc.,2011-09-26,31.18
Equifax Inc.,2011-09-23,30.23
Equifax Inc.,2011-09-22,29.92
Equifax Inc.,2011-09-21,30.58
Equifax Inc.,2011-09-20,31.62
Equifax Inc.,2011-09-19,31.74
Equifax Inc.,2011-09-16,32.3
Equifax Inc.,2011-09-15,32.16
Equifax Inc.,2011-09-14,31.51
Equifax Inc.,2011-09-13,31.01
Equifax Inc.,2011-09-12,30.51
Equifax Inc.,2011-09-09,30.24
Equifax Inc.,2011-09-08,31.28
Equifax Inc.,2011-09-07,31.74
Equifax Inc.,2011-09-06,30.54
Equifax Inc.,2011-09-02,31.02
Equifax Inc.,2011-09-01,31.83
Equifax Inc.,2011-08-31,32.33
Equifax Inc.,2011-08-30,32.04
Equifax Inc.,2011-08-29,31.86
