name,ticker_symbol,sector,city,state,date,open,high,low,close,volume,closing_price
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-31,118,119.81,116.19,117.06,1011900,116.4
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-30,116.96,117.87,115.84,117.12,1046900,116.46
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-29,114.09,117,112.96,116.85,1106300,116.19
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-26,110.12,114.14,108.33,114.07,822100,113.43
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-25,113.68,114.17,110.08,110.61,727000,109.99
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-24,111.1,113.53,110.52,113.46,1037600,112.82
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-23,106.51,111.59,105.4,111.59,1051200,110.96
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-22,105.95,106.92,104.36,105.41,1121900,104.82
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-19,104.02,108.51,104.02,104.21,1429500,103.63
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-18,107.66,107.66,104.31,106.03,1255400,105.44
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-17,112.1,113.6,109.36,110.71,911600,110.09
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-16,112.89,112.94,111.23,112.19,745800,111.56
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-15,111.7,113.43,110.43,113.35,858000,112.71
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-12,109.59,112.03,108.86,111.15,759500,110.53
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-11,105.47,110.75,103.75,109.24,1581300,108.63
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-10,107.48,108.99,103.97,104.2,1494400,103.62
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-09,105.39,109.37,101.74,109.15,1702600,108.54
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-08,108.26,110.39,102.72,103.88,1343800,103.3
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-05,110.68,112.04,107.13,111.37,1352900,110.75
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-04,112.98,113.51,109.04,109.12,1387900,108.51
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-03,112.79,114.75,110.39,114.59,1003400,113.95
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-02,115.5,116.87,112.63,112.7,821300,112.07
V.F. Corp.,VFC,Consumer Discretionary,Greensboro,North Carolina,2011-08-01,117.96,118,114.88,116.63,918100,115.98
Wynn Resorts Ltd,WYNN,Consumer Discretionary,Las Vegas,Nevada,2011-10-25,126.75,128,123,123.18,2756000,123.18
Wynn Resorts Ltd,WYNN,Consumer Discretionary,Las Vegas,Nevada,2011-10-21,124.6,125.55,117.37,120.4,5659100,120.4
Wynn Resorts Ltd,WYNN,Consumer Discretionary,Las Vegas,Nevada,2011-10-20,124.09,125.4,119.6,123.37,6757200,123.37
Wynn Resorts Ltd,WYNN,Consumer Discretionary,Las Vegas,Nevada,2011-10-05,117.25,120.3,115.05,119.94,4008400,119.94
Wynn Resorts Ltd,WYNN,Consumer Discretionary,Las Vegas,Nevada,2011-10-04,112.06,119,108.42,118.75,6166400,118.75
Wynn Resorts Ltd,WYNN,Consumer Discretionary,Las Vegas,Nevada,2011-10-03,111.86,115.35,107.78,110.67,6039600,110.67
Wynn Resorts Ltd,WYNN,Consumer Discretionary,Las Vegas,Nevada,2011-09-30,121.76,124.75,111.71,115.08,9434800,115.08
