Listings,Price,Room Type,Reviews,Location
Parlor floor in Brooklyn brownstone,95,Entire home/apt,51 reviews,"Crown Heights, Brooklyn"
Serene Park Slope Garden Apartment,170,Entire home/apt,22 reviews,"Park Slope, Brooklyn"
Nice room Convenient to Manhattan A,55,Private room,28 reviews,"Sunset Park, Brooklyn"
Location! 1b apt 10min to Manhattan,149,Entire home/apt,68 reviews,"Fort Greene, Brooklyn"
Master Bed Bushwick Vacation NYC,55,Private room,39 reviews,"Bushwick, Brooklyn"
Have Whole Apt! Prime Williamsburg!,110,Entire home/apt,26 reviews,"Williamsburg, Brooklyn"
Sunny Loft in Brooklyn by River,275,Entire home/apt,5 reviews,"Williamsburg, Brooklyn"
Cozy Apartment in Williamsburg,170,Entire home/apt,2 reviews,"Williamsburg, Brooklyn"
Summer Green Quiet Room Park Slope,135,Private room,81 reviews,"Park Slope, Brooklyn"
4 Bed Charming Large Apt nr Subway,269,Entire home/apt,O reviews,"Bushwick, Brooklyn"
Cozy rooms with private bath,85,Private room,15 reviews,"Kensington, Brooklyn"
Stylish Flat with Stunning Rooftop,229,Entire home/apt,10 reviews,"Williamsburg, Brooklyn"
PRIVATE suite in Brooklyn's Heart,96,Private room,10 reviews,"Boerum Hill, New York"
Sunny and Spacious Apartment.,100,Private room,8 reviews,"Crown Heights, Brooklyn"
Beautiful & Cozy on Bedford Ave!,75,Private room,16 reviews,"Williamsburg, Brooklyn"
1bdrm in sunny 2bd apt in cute area,106,Private room,1 review,"Clinton Hill, Brooklyn"
"Private Entrance, Beautiful Garden",99,Entire home/apt,56 reviews,"Bedford-Stuyvesant, Brooklyn"
Sunny Victorian Brownstone Apt.,150,Entire home/apt,17 reviews,"Park Slope, Brooklyn"
Sunny Bedroom in Williamsburg Loft,50,Private room,23 reviews,"Williamsburg, Brooklyn"
"Sunny, cozy private room, Bushwick.",45,Private room,2 reviews,"Bushwick, Brooklyn"
Great location! Fort Greene!!!,250,Entire home/apt,17 reviews,"Fort Greene, Brooklyn"
Romantic Brooklyn Garden Apt,175,Entire home/apt,20 reviews,"Fort Greene, Brooklyn"
Sunny Suite Sleeps Up To Six,150,Entire home/apt,7 reviews,"Flatbush, Brooklyn"
Cozy Top Floor Room of Brownstone,75,Private room,5 reviews,"Park Slope, Brooklyn"
Large bedroom steps to subway,49,Private room,13 reviews,"Crown Heights, Brooklyn"
Beautiful central bright loft apt.,200,Entire home/apt,39 reviews,"Williamsburg, Brooklyn"
Entire Waterfront Loft; City Views,205,Entire home/apt,74 reviews,"Brooklyn Navy Yard, Brooklyn"
"Great location, cozy, near F, G, R!",140,Entire home/apt,8 reviews,"Park Slope, Brooklyn"
Charming BR in brownstone farmhouse,93,Private room,46 reviews,"Bedford-Stuyvesant, Brooklyn"
Haven in E. Williamsburg-Bushwick,89,Entire home/apt,5 reviews,"Bushwick, Brooklyn"
Private room in Fort Greene Bklyn,75,Private room,17 reviews,"Fort Greene, Brooklyn"
Large 1BR right by Prospect Park,95,Entire home/apt,3 reviews,"Windsor Terrace, Brooklyn"
Sun-drenched 1 Bedroom on the Park,129,Entire home/apt,25 reviews,"Greenpoint, Brooklyn"
Big master suite in Park Slope loft,80,Private room,7 reviews,"Greenwood Heights, Brooklyn"
Sunny Spot in Heart of Williamsburg,218,Entire home/apt,14 reviews,"Williamsburg, Brooklyn"
Beautiful modern Brooklyn apt,180,Entire home/apt,14 reviews,"Boerum Hill, Brooklyn"
Spacious South Williamsburg 1BR Apt,145,Entire home/apt,14 reviews,"Williamsburg, Brooklyn"
Large room in two-floor apt.,35,Private room,O reviews,"Bushwick, Brooklyn"
Colorful Cozy Room in Williamsburg,80,Private room,O reviews,"Williamsburg, Brooklyn"
Sunny Studio in Ft. Greene,100,Entire home/apt,7 reviews,"Fort Greene, Brooklyn"
Stylish Flat with Stunning Rooftop,229,Entire home/apt,10 reviews,"Williamsburg, Brooklyn"
COMFY ROOM #1 ~ AMAZING LOCATION!,89,Private room,70 reviews,"Williamsburg, Brooklyn"
Downtown Brooklyn Living,74,Private room,18 reviews,"Downtown Brooklyn, Brooklyn"
Beautiful Apt. on top of Brooklyn,200,Entire home/apt,9 reviews,"Fort Greene, Brooklyn"
Bright spacious studio room William,100,Private room,4 reviews,"Williamsburg, Brooklyn"
Prime Williamsburg Luxury Apartment,160,Entire home/apt,7 reviews,"Williamsburg, Brooklyn"
BROOKLYN SWEET HOME!,45,Private room,12 reviews,"Flatlands, Brooklyn"
Stay in the 2nd bedroom at The L,85,Private room,11 reviews,"Bushwick, Brooklyn"
*PRIME LOCATION* STEPS TO L TRAIN,85,Private room,17 reviews,"Williamsburg, Brooklyn"
Bookcase Room with Hidden Door!,50,Private room,9 reviews,"Bushwick, Brooklyn"
Heart of Wberg Private Room 1A,80,Private room,32 reviews,"Williamsburg, Brooklyn"
Quiet Pre-War in Brooklyn Heights,99,Private room,22 reviews,"Brooklyn Heights, Brooklyn"
Prospect Park West Penthouse Apt,165,Entire home/apt,92 reviews,"Park Slope, Brooklyn"
Spacious Private room by Subway :-),75,Private room,19 reviews,"Crown Heights, Brooklyn"
Sunny Bedroom in Bushwick Oasis,76,Private room,9 reviews,"Williamsburg, Brooklyn"
A Luxury Private Room in  Duplex,100,Private room,7 reviews,"Williamsburg, Brooklyn"
Williamsburg Retro Goodness 2,50,Private room,66 reviews,"Williamsburg, Brooklyn"
Mi Casa Es Su Casa,65,Private room,80 reviews,"Bedford-Stuyvesant, Brooklyn"
Studio apartment in Fort Greene,140,Entire home/apt,28 reviews,"Fort Greene, Brooklyn"
HUGE Loft! Comfy! Light! Plants!,70,Private room,41 reviews,"Bushwick, Brooklyn"
Gorgeous room in Williamsburg loft,90,Private room,5 reviews,"Williamsburg, Brooklyn"
Cozy Studio with huge private deck,150,Entire home/apt,33 reviews,"Greenpoint, New York"
Loft in Brand New WBurg Apartment,89,Private room,47 reviews,"Williamsburg, Brooklyn"
Prime Williamsburg 1 bd apartment,200,Entire home/apt,4 reviews,"Greenpoint, Brooklyn"
Modern Stylish 1 bdrm Williamsburg!,125,Entire home/apt,8 reviews,"Williamsburg, Brooklyn"
Close to everything what you need!,80,Private room,42 reviews,"Fort Greene, Brooklyn"
ArtistLoft-McCarenPark-Williamsburg,139,Private room,53 reviews,"Williamsburg, Brooklyn"
Brand New Spacious/Bright Apartment,150,Entire home/apt,95 reviews,"Crown Heights, Brooklyn"
Room with En Suite Bathroom & Deck,85,Private room,216 reviews,"Clinton Hill, Brooklyn"
Prospect Heights Views & Vanderbilt,210,Entire home/apt,13 reviews,"Prospect Heights, Brooklyn"
the perfect stay in brooklyn,75,Entire home/apt,57 reviews,"Bedford-Stuyvesant, Brooklyn"
Cute + Clean GREENPOINT room,68,Private room,34 reviews,"Greenpoint, Brooklyn"
"***** Room+Real, Experienced Host!!",50,Private room,81 reviews,"Kensington, Brooklyn"
Super Sunny Loft + Manhattan Views,220,Entire home/apt,32 reviews,"Williamsburg, Brooklyn"
Great home for your NYC trip!,85,Private room,14 reviews,"Park Slope, Brooklyn"
1 Bedroom in Spacious Loft,100,Private room,4 reviews,"Williamsburg, Brooklyn"
Cozy Brooklyn ENTIRE APT 1 Bedroom,50,Entire home/apt,6 reviews,"Crown Heights, new york
new york"
Park Slope/Gowanis Urban Oasis,44,Shared room,27 reviews,"Gowanus, Brooklyn"
Large Bedroom Downtown Brooklyn,100,Private room,17 reviews,"Fort Greene, Brooklyn"
Studio in BEST location in W'burg,200,Entire home/apt,1 review,"Williamsburg, Brooklyn"
Sunny One Bedroom In Williamsburg.,150,Entire home/apt,9 reviews,"Williamsburg, Brooklyn"
Williamsburg 1 bedroom Apartment,125,Entire home/apt,50 reviews,"Williamsburg, Brooklyn"
"Cozy 1BR apart. in Prospect Hts, BK",125,Entire home/apt,6 reviews,"Prospect Heights, Brooklyn"
BUDGET ROOM ~ BEST LOCATION!! #1,89,Private room,86 reviews,"Williamsburg, Brooklyn"
Light-Filled Haven in Park Slope,135,Entire home/apt,9 reviews,"Park Slope, Brooklyn"
Beautiful Apartment in Brooklyn,100,Entire home/apt,17 reviews,"Park Slope, Brooklyn"
Williamsburg Luxury Made Cozy,140,Entire home/apt,9 reviews,"Williamsburg, Brooklyn"
Bedroom in Designer Brooklyn Loft,85,Private room,7 reviews,"Bushwick, Brooklyn"
"Bedford Loft, Williamsburg Prime",164,Entire home/apt,55 reviews,"Williamsburg, Brooklyn"
BIG Room w/ Balcony in WILLIAMSBURG,73,Private room,6 reviews,"Williamsburg, Brooklyn"
NYC Special Occasions Room #1,29,Private room,75 reviews,"Bedford-Stuyvesant, Brooklyn"
"Big Sunny Guest Room, W'burg Bridge",74,Private room,112 reviews,"Williamsburg, Brooklyn"
Waterfront Views of Manhattan,155,Entire home/apt,58 reviews,"Columbia Street Waterfront, Brooklyn"
Downtown Brooklyn Luxury Building,100,Shared room,11 reviews,"Fort Greene, Brooklyn"
Big sunny rm (#3) in beautiful home,60,Private room,20 reviews,"Prospect Heights, Brooklyn"
1 Bd Large Sunny Apartment by Park,75,Entire home/apt,9 reviews,"Midwood, Brooklyn"
Private Bedroom in Stylish Apt,74,Private room,20 reviews,"Williamsburg, Brooklyn"
Stunning 23 fl bedroom with views,125,Private room,25 reviews,"Downtown Brooklyn, Brooklyn"
Private Bdrm in Shared 2 Bdrm Apt,100,Private room,6 reviews,"Boerum Hill, Brooklyn"
Sun-Drenched Brooklyn Floorthrough,269,Entire home/apt,7 reviews,"Boerum Hill, Brooklyn"
City Skyline Views by Bedford Ave,175,Entire home/apt,14 reviews,"Williamsburg, Brooklyn"
Brownstone in Heart of Park Slope,139,Private room,2 reviews,"Park Slope, Brooklyn"
Artsy studio apartment in Bushwick!,100,Entire home/apt,21 reviews,"Bushwick, Brooklyn"
"Brooklyn Loft, 180 degree views",90,Private room,1 review,"Williamsburg, Brooklyn"
Sunny Private Room in Williamsburg,80,Private room,50 reviews,"Williamsburg, Brooklyn"
Williamsburg room(s) backyard!,65,Private room,29 reviews,"Williamsburg, Brooklyn"
Modern 1 Bedroom with Character,195,Entire home/apt,25 reviews,"Williamsburg, Brooklyn"
"Sunny, delightful Clinton Hill home",115,Entire home/apt,7 reviews,"Clinton Hill, Brooklyn"
Urban oasis! 2 bedrooms w/ 3 patios,165,Entire home/apt,14 reviews,"Williamsburg, Brooklyn"
Sunny Williamsburg Penthouse,119,Private room,68 reviews,"Williamsburg, Brooklyn"
"Small Cozy Room, Ideal Location",70,Private room,4 reviews,"Fort Greene, Brooklyn"
Penthouse in the sky,149,Entire home/apt,51 reviews,"Greenpoint, Brooklyn"
Stylish Apt / Bedford Williamsburg,175,Entire home/apt,23 reviews,"Williamsburg, Brooklyn"
Chic/Modern/Spacious Entire 1BR apt,119,Entire home/apt,13 reviews,"Crown Heights, Brooklyn"
"Brand New, Boutique Brooklyn Condo",150,Entire home/apt,16 reviews,"Fort Greene, Brooklyn"
30% Off Sunny Brooklyn Heights!,125,Entire home/apt,65 reviews,"Brooklyn Heights, New York"
Lovely Room In E. Williamsburg's ♥,50,Private room,6 reviews,"Bushwick, Brooklyn"
Private 1BR @ Spacious Sunny Duplex,65,Private room,9 reviews,"Bushwick, Brooklyn"
Park Slope Private Room and Bath,65,Private room,29 reviews,"Park Slope, Brooklyn"
Cute apt in artist's home,80,Entire home/apt,80 reviews,"Bushwick, Brooklyn"
Two Dragon Loft within a Loft,45,Private room,12 reviews,"Bushwick, Brooklyn"
Beautiful 1BR in central Wil'burg,170,Entire home/apt,9 reviews,"Williamsburg, Brooklyn"
"Perfect location, beautiful room",60,Private room,2 reviews,"Williamsburg, Brooklyn"
"Cozy Room in Carroll Gardens, BK",60,Private room,5 reviews,"Carroll Gardens, Brooklyn"
"Williamsburg, Large Private Room",65,Private room,12 reviews,"Williamsburg, Brooklyn"
"Clean, light, uncluttered apt",135,Entire home/apt,23 reviews,"Prospect Heights, Brooklyn"
Williamsburg Exposed Brick Loft,160,Entire home/apt,6 reviews,"Williamsburg, Brooklyn"
City Sanctuary in Best Part of Bkln,65,Private room,46 reviews,"Fort Greene, Brooklyn"
Private Room in Williamsburg Loft,115,Private room,50 reviews,"Williamsburg, Brooklyn"
2BR Apt with huge outdoor space,175,Entire home/apt,2 reviews,"Bedford-Stuyvesant, Brooklyn"
AMAZING TRENDY NYC LOFT,190,Entire home/apt,3 reviews,"Williamsburg, Brooklyn"
Private room with sleeping loft,45,Private room,14 reviews,"Williamsburg, Brooklyn"
Great modern apt in new condo,120,Entire home/apt,13 reviews,"Fort Greene, Brooklyn"
Greenpoint Waterfront Loft,185,Entire home/apt,116 reviews,"Greenpoint, Brooklyn"
Spacious Room w/ Private Bathroom,99,Private room,6 reviews,"Flatbush, Brooklyn"
Large room in great neighborhood,88,Private room,75 reviews,"Williamsburg, Brooklyn"
South Slope Private Basement Studio,80,Private room,14 reviews,"Park Slope, Brooklyn"
Cozy Private Bedroom,70,Private room,O reviews,"Crown Heights, Brooklyn"
Charming 1br Apt In Williamsburg!!!,125,Entire home/apt,25 reviews,"Williamsburg, Brooklyn"
Great Room in Williamsburg PH!,65,Private room,5 reviews,"Williamsburg, Brooklyn"
Guestroom w/ 2 beds 20 mins to NYC,55,Private room,92 reviews,"Bushwick, Brooklyn"
1 min to subway 20mins to Manhattan,35,Private room,1 review,"Kensington, Brooklyn"
Cozy Room In Brooklyn!!!,75,Private room,13 reviews,"Lefferts Garden, Brooklyn"
Entire flat one block from L train,65,Entire home/apt,3 reviews,"Williamsburg, Brooklyn"
Fabulous Bklyn private bedbathsuite,89,Private room,217 reviews,"Clinton Hill, Brooklyn"
Chic Room with Two Beds in CH,39,Private room,1 review,"Crown Heights, Brooklyn"
Perfect room in Prime Williamsburg,75,Private room,24 reviews,"Williamsburg, Brooklyn"
"Private Room, Big Apt near L train",85,Private room,21 reviews,"Bushwick, Brooklyn"
"East River Queen, & outdoor deck!",175,Entire home/apt,55 reviews,"Williamsburg, New York"
Convenient Brooklyn Bedroom,55,Private room,3 reviews,"Fort Greene, Brooklyn"
Charming Private Bedroom—GREAT DEAL,110,Private room,29 reviews,"Park Slope, Brooklyn"
1BR Park Slope 1/2 block to Park!,85,Private room,16 reviews,"Park Slope, Brooklyn"
Cozy room in warehouse style apt,59,Private room,34 reviews,"Williamsburg, Brooklyn"
Comfy Private Bedroom in Bushwick,31,Private room,5 reviews,"Bushwick, Brooklyn"
Lovely Carroll Gardens Apartment,150,Entire home/apt,35 reviews,"Carroll Gardens, Brooklyn"
Large and sunny bedroom in Brooklyn,65,Private room,30 reviews,"Crown Heights, Brooklyn"
Spacious and Clean Brooklyn Flat,110,Entire home/apt,15 reviews,"Bushwick, Brooklyn"
Mayor's Mansion - Carlton Suite,120,Private room,55 reviews,"Fort Greene, Brooklyn"
"Stunning new room WILLIAMSBURG, NY",89,Private room,7 reviews,"Williamsburg, Brooklyn"
CHEAP BIG room in Williamsburg,50,Private room,33 reviews,"Williamsburg, Williamsburg Brooklyn"
Park Slope Spacious 1 bedroom APT.,129,Entire home/apt,8 reviews,"Park Slope, Brooklyn"
Spacious & Comfy Bushwick Walk-Up,58,Private room,1 review,"Bushwick, Brooklyn"
HUGE SUNNY ROOM 1 PRIME WILLYBURG!!,108,Private room,23 reviews,"Williamsburg, Brooklyn"
Crown Heights Room By Prospect Park,45,Private room,5 reviews,"Crown Heights, Brooklyn"
"Comfy, Cozy, Close to  Manhattan",159,Entire home/apt,112 reviews,"Bedford-Stuyvesant, Brooklyn"
Cozy & Lovely Private Floor - Loft,110,Private room,O reviews,"Williamsburg, Brooklyn"
"Dreamy room, eclectic Bushwick apt",35,Private room,14 reviews,"Bushwick, Brooklyn"
Brooklyn Home Base,150,Entire home/apt,16 reviews,"Bedford-Stuyvesant, Brooklyn"
Modern & Sunny w/ Private Terrace,285,Entire home/apt,2 reviews,"Williamsburg, Brooklyn"
"Your Haven Awaits At ""Emma's Place""",135,Entire home/apt,29 reviews,"Bedford-Stuyvesant, Brooklyn"
"4 BR, 4 BA townhouse in South Slope",420,Entire home/apt,1 review,"Park Slope, Brooklyn"
Great spot right on Bedford Ave!,70,Private room,20 reviews,"Williamsburg, Brooklyn"
Cozy/Spacious Apt in Crown Heights,65,Entire home/apt,O reviews,"Crown Heights, Brooklyn"
Sunny Room w Private Bath in Duplex,70,Private room,1 review,"Bedford-Stuyvesant, Brooklyn"
Williamsburg 1 Bedroom Apt,199,Entire home/apt,5 reviews,"Williamsburg, Williamsburg Brooklyn"
Charming Studio in Brooklyn,162,Entire home/apt,17 reviews,"Carroll Gardens, Brooklyn"
2br apt in Williamsburg!,139,Entire home/apt,2 reviews,"Williamsburg, Brooklyn"
Comfortable Room available,45,Private room,16 reviews,"Bushwick, Brooklyn"
"Stunning View, Sunny & Spacious",215,Entire home/apt,8 reviews,"Williamsburg, Brooklyn"
"Private Rm., Huge Apt., Near L Trn",45,Private room,15 reviews,"Williamsburg, Brooklyn"
Cozy Stay in Brooklyn,69,Private room,9 reviews,"Crown Heights, Brooklyn"
Charming Brooklyn One-Bedroom,125,Entire home/apt,3 reviews,"Greenpoint, Brooklyn"
Musician & Artist Haven,65,Private room,3 reviews,"Bushwick, Brooklyn"
Private Room Overlooking Garden,53,Private room,2 reviews,"Bushwick, Brooklyn"
1000ft² - Chic 2BR on best Block,275,Entire home/apt,11 reviews,"Williamsburg, Brooklyn"
"Sweet, Serene Brooklyn Apartment",110,Entire home/apt,7 reviews,"Bedford-Stuyvesant, Brooklyn"
Private Room in New York!,50,Private room,4 reviews,"Sunset Park, Brooklyn"
1 bed apt in heart of Ft Greene,100,Entire home/apt,8 reviews,"Fort Greene, Brooklyn"
Loft Studio with Private Bathroom,80,Private room,79 reviews,"Bedford-Stuyvesant, Brooklyn"
Loft like apartment in Greenpoint,100,Entire home/apt,3 reviews,"Greenpoint, Brooklyn"
Garden Apt / Fort Greene Brownstone,235,Entire home/apt,73 reviews,"Fort Greene, Brooklyn"
Private room in Red Hook loft!,90,Private room,19 reviews,"Red Hook, Brooklyn"
Mid-Century Modern Garden Paradise,99,Entire home/apt,27 reviews,"Bushwick, Brooklyn"
"Clean, Sunny Apt on Prospect Park",100,Entire home/apt,3 reviews,"Lefferts Garden, Brooklyn"
New listing! Bk artist loft.,141,Entire home/apt,8 reviews,"Bushwick, Brooklyn"
Private Room in Newly Renovated Apt,60,Private room,4 reviews,"Bedford-Stuyvesant, Brooklyn"
Bedford Stuyvesant Urban Hang Suite,150,Entire home/apt,54 reviews,"Bedford-Stuyvesant, Brooklyn"
Best Location!!!,92,Private room,9 reviews,"Brooklyn Heights, New York City"
Huge room in Williamsburg loft,50,Private room,O reviews,"Williamsburg, Brooklyn"
Brooklyn Apt with Manhattan View!,110,Entire home/apt,18 reviews,"Williamsburg, Brooklyn"
Lovely Private 1BD | Heart of NY!,135,Entire home/apt,9 reviews,"Williamsburg, Brooklyn"
Big Bedroom/Great Location/Backyard,45,Private room,86 reviews,"Bushwick, Brooklyn"
FORT GREENE STUDIO,65,Private room,O reviews,"Fort Greene, Brooklyn"
Charming Pre-War 1BD in Park Slope,170,Entire home/apt,15 reviews,"Park Slope, Brooklyn"
garden sunshine apt. clinton hill,130,Entire home/apt,9 reviews,"Clinton Hill, Brooklyn"
BK Sweet Suite w/Kitchen&FullBath,65,Entire home/apt,111 reviews,"Flatbush, Brooklyn"
Beautiful Brownstone Apt w/ Garden,160,Entire home/apt,3 reviews,"Cobble Hill, Brooklyn"
The Wyckoff 2,85,Private room,3 reviews,"Bushwick, Brooklyn"
Sunny room in picturesque Brooklyn,60,Private room,2 reviews,"Prospect Heights, Brooklyn"
Modern Greenpoint Private bdrm+bath,95,Private room,O reviews,"Greenpoint, Brooklyn"
Williamsburg Clean Modern 1 Bed,199,Entire home/apt,10 reviews,"Williamsburg, Brooklyn"
Artistic 1BR w/ High Ceilings,100,Entire home/apt,1 review,"Crown Heights, Brooklyn"
Room in Williamsburg - Bedford Stop,99,Private room,3 reviews,"Williamsburg, Brooklyn"
Great Comfy Room in NYC!,39,Private room,23 reviews,"Crown Heights, Brooklyn"
Cheery Brooklyn Heights Studio,160,Entire home/apt,2 reviews,"Brooklyn Heights, Brooklyn"
One bedroom Park Slope!,90,Entire home/apt,2 reviews,"Park Slope, Brooklyn"
Private Room & Bath in Spacious Apt,120,Private room,9 reviews,"Clinton Hill, Brooklyn"
Cozy1b/Williamsburg/10min Manhattan,99,Entire home/apt,1 review,"Williamsburg, Brooklyn"
"Bright Apt in Park Slope, Brooklyn!",120,Entire home/apt,1 review,"Park Slope, Brooklyn"
Bedroom in a spacious artsy Loft B,55,Private room,14 reviews,"Williamsburg, Brooklyn"
PERFECT room in prime Williamsburg!,84,Private room,33 reviews,"Williamsburg, Brooklyn"
Photographer LOFT w/ Manhattan VIEW,115,Entire home/apt,50 reviews,"Brooklyn Navy Yard, Brooklyn"
Peaceful Sanctuary in Trendy Hood,99,Entire home/apt,16 reviews,"Crown Heights, Brooklyn"
Comfy bed in friendly Homestel #A,33,Shared room,27 reviews,"Bedford-Stuyvesant, Brooklyn"
"Clean, Sunny Apt on Prospect Park",100,Entire home/apt,3 reviews,"Lefferts Garden, Brooklyn"
"LARGE PRIVATE FLOOR IN BROOKLYN, NY",90,Entire home/apt,86 reviews,"Bedford-Stuyvesant, Brooklyn"
Entire Apt - Heart of Williamsburg,175,Entire home/apt,3 reviews,"Williamsburg, Brooklyn"
Airy and Bright Loft -Williamsburg,199,Entire home/apt,25 reviews,"Williamsburg, Brooklyn"
Beautiful 1 br in Williamsburg,150,Entire home/apt,12 reviews,"Williamsburg, Brooklyn"
Huge Room in South Williamsburg,75,Private room,71 reviews,"Williamsburg, Brooklyn"
Most breathtaking view of Manhattan,500,Entire home/apt,59 reviews,"Greenpoint, Brooklyn"
Cozy apt in heart of Williamsburg!,175,Entire home/apt,51 reviews,"Williamsburg, Brooklyn"
Prime Carroll Gardens 1BR Apartment,185,Entire home/apt,23 reviews,"Gowanus, Brooklyn"
It's always sunny in Williamsburg!,111,Private room,3 reviews,"Williamsburg, Brooklyn"
Bright Williamsburg room,70,Private room,O reviews,"Williamsburg, Brooklyn"
Spacious Studio with Parking,59,Entire home/apt,72 reviews,"Bushwick, Brooklyn"
"Bright, BedStuy Gem!",75,Entire home/apt,11 reviews,"Bedford-Stuyvesant, Brooklyn"
Heart of Wberg Private Room 1B,80,Private room,25 reviews,"Williamsburg, Brooklyn"
Beautiful Grdn. Apt. in Park Slope,135,Entire home/apt,54 reviews,"Park Slope, Brooklyn"
"BIG & SUNNY, 1 STOP FROM MANHATTAN",295,Entire home/apt,18 reviews,"Fort Greene, Brooklyn"
"Sunny, New, Private 2bdr apt!",120,Entire home/apt,O reviews,"Bedford-Stuyvesant, Brooklyn"
3BR Duplex + Backyard (Sleeps 6),235,Entire home/apt,20 reviews,"Bedford-Stuyvesant, Brooklyn"
Luxury Lofted Williamsburg 3bd,345,Entire home/apt,65 reviews,"Williamsburg, Brooklyn"
Loft Studio with Private Deck,200,Entire home/apt,1 review,"Williamsburg, Brooklyn"
"Park view, private bath+kitchenette",75,Private room,74 reviews,"Lefferts Garden, Brooklyn"
"Fantastic, Affordable Rooftop Spot",64,Private room,68 reviews,"Bushwick, Brooklyn"
"Big, Sunny, Modern Apartment w/VIEW",199,Entire home/apt,36 reviews,"Williamsburg, Brooklyn"
FORT GREENE BROOKLYN BROWNSTONE,125,Entire home/apt,37 reviews,"Fort Greene, Brooklyn"
Bright Williamsburg Loft & Skylight,150,Entire home/apt,27 reviews,"Williamsburg, Brooklyn"
lovely brooklyn oasis,150,Entire home/apt,35 reviews,"Bedford-Stuyvesant, Brooklyn"
Bushwick Creative Den of Bliss,99,Private room,40 reviews,"Bushwick, Brooklyn"
charming sunny studio near park,150,Entire home/apt,43 reviews,"Fort Greene, Brooklyn"
"Tasteful, calm, central 2BR/2Baths",245,Entire home/apt,6 reviews,"Williamsburg, Brooklyn"
beautiful brownstone,95,Entire home/apt,30 reviews,"Bedford-Stuyvesant, Brooklyn"
"Cute, hip room in E. Williamsburg!",64,Private room,39 reviews,"Bushwick, Brooklyn"
Amazing Location in Fort Greene,80,Private room,18 reviews,"Fort Greene, Brooklyn"
BROOKLYN - RAILROAD 2-1 Room,25,Shared room,13 reviews,"Bedford-Stuyvesant, Brooklyn"
Private Room in WBerg Flat 4A,90,Private room,20 reviews,"Williamsburg, Brooklyn"
1br private roofdeck with views!,160,Entire home/apt,10 reviews,"Park Slope, Brooklyn"
Spacious 1 Bdrm in Prospect Heights,110,Entire home/apt,9 reviews,"Crown Heights, Brooklyn"
Cozy room in Brooklyn brownstone,65,Private room,3 reviews,"Crown Heights, Brooklyn"
Modern One Bedroom Apartment,115,Entire home/apt,4 reviews,"Sunset Park, Brooklyn"
Williamsburg Studio with Garden,150,Entire home/apt,51 reviews,"Williamsburg, Brooklyn"
Northside Williamsburg Brooklyn,77,Private room,1 review,"Williamsburg, Brooklyn"
Stay in Bushwick Brooklyn,54,Private room,8 reviews,"Bushwick, Brooklyn"
"Cozy, Bright Bushwick Room off L&M",74,Private room,8 reviews,"Bushwick, Brooklyn"
Nice room Convenient to Manhattan A,55,Private room,28 reviews,"Sunset Park, Brooklyn"
Gorgeous bedroom in a Brownstone,60,Private room,O reviews,"Bedford-Stuyvesant, Brooklyn"
"IT""S A BEAUTIFUL DAY IN BROOKLYN! 1",70,Private room,18 reviews,"Bedford-Stuyvesant, Brooklyn"
2 Bedroom Apartment in Brooklyn,125,Entire home/apt,2 reviews,"Windsor Terrace, Brooklyn"
"Cozy 1 bdrm Park Slope, Brooklyn,",100,Entire home/apt,7 reviews,"Park Slope, Brooklyn"
A charming shared room,30,Shared room,17 reviews,"Bedford-Stuyvesant, Brooklyn"
Large 2br in heart of Williamsburg,200,Entire home/apt,2 reviews,"Williamsburg, Brooklyn"
"Sunny, Quiet and Convenient Room",90,Private room,64 reviews,"Williamsburg, Brooklyn"
Modern Room in East Williamsburg,75,Private room,O reviews,"Williamsburg, Brooklyn"
Spacious Comfy Bedroom in Bed-Stuy,55,Private room,14 reviews,"Bedford-Stuyvesant, Brooklyn"
Spacious Boho Apt. in Willliamsburg,115,Entire home/apt,1 review,"Williamsburg, Brooklyn"
PenthousPrivate room & bath w roof,59,Private room,1 review,"Bedford-Stuyvesant, New York"
charming sunny studio near park,150,Entire home/apt,43 reviews,"Fort Greene, Brooklyn"
Suite with Own Bath Williamsburg PH,115,Private room,4 reviews,"Williamsburg, Brooklyn"
Cool & fun mid-century vintage apt,60,Private room,4 reviews,"Greenwood Heights, Brooklyn"
The Coziest Home in NYC!,120,Entire home/apt,1 review,"Prospect Heights, Brooklyn"
"Alcove Studio, huge kitchen, redone",100,Entire home/apt,O reviews,"Clinton Hill, Brooklyn"
Large & Sunny Apt in Prime Location,99,Entire home/apt,2 reviews,"Park Slope, Brooklyn"
Sunny 1 BR in Carroll Gardens,135,Entire home/apt,6 reviews,"Cobble Hill, Brooklyn"
Warm Rock Climbing Loft + Hammock,59,Private room,27 reviews,"Bedford-Stuyvesant, Brooklyn"
"Private Room in Brooklyn, NY",95,Private room,O reviews,"Lefferts Garden, Brooklyn"
KOZY ROOM IN FORT GREENE BROOKLYN..,66,Private room,98 reviews,"Fort Greene, Brooklyn"
Bright Spacious 2-bedroom,120,Entire home/apt,6 reviews,"Crown Heights, Brooklyn"
Modern Clean 1BD in trendy Bushwick,35,Private room,3 reviews,"Williamsburg, Brooklyn"
BROOKLYN VICTORIAN STYLE SUITE.....,100,Private room,102 reviews,"Fort Greene, Brooklyn"
Sunny Industrial Loft in Brooklyn,175,Entire home/apt,24 reviews,"Greenpoint, Brooklyn"
Share a Light-filled Brooklyn Apt,65,Private room,6 reviews,"Lefferts Garden, Brooklyn"
